# USFWS Form NR-1 weekly waterfowl counts for 11 refuges, National Archives RG-22.
# Recovered for anchors that shipped with NO source data at all.
# The NARA 3-letter code for each refuge was VERIFIED from the sheet's own REFUGE
# header (BDA='Bosque del Apache', QVR=', Stafford, Kansas' which is Quivira's
# location, BTL='Bitter Lake National Wildl', etc). refuge_header is kept per row
# so that mapping stays auditable.
# median_err is the sheet's own per-species days-use column vs sum(weekly)*7.
# WEEK 1 IS ASSUMED = SEP 1 and is NOT verified per refuge -- see ANCHOR_RULES.md;
# the convention is refuge-specific and a wrong guess shifts a curve up to ~6 days.
anchor,refuge_header,season,week,week_start,ducks_teal_excluded,n_cols,median_err
Blackwater MD,Blackwater National Wildlife Refuge,1953,15,1953-12-08,39080,10,0.0266
Blackwater MD,Blackwater National Wildlife Refuge,1953,16,1953-12-15,31970,10,0.0266
Blackwater MD,Blackwater National Wildlife Refuge,1953,17,1953-12-22,29250,10,0.0266
Blackwater MD,Blaokwater National Wild11fe,1954,1,1954-09-01,785,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,2,1954-09-08,785,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,3,1954-09-15,785,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,4,1954-09-22,4040,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,5,1954-09-29,9175,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,6,1954-10-06,18460,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,7,1954-10-13,23950,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,8,1954-10-20,29450,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,9,1954-10-27,46225,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,10,1954-11-03,50285,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,11,1954-11-10,74725,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,12,1954-11-17,58300,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,13,1954-11-24,77275,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,14,1954-12-01,88675,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,15,1954-12-08,30150,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,16,1954-12-15,62800,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,17,1954-12-22,55080,10,0.0883
Blackwater MD,Blaokwater National Wild11fe,1954,18,1954-12-29,50530,10,0.0883
Blackwater MD,Blaokwater National wild11fe,1955,1,1955-09-01,977,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,2,1955-09-08,552,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,3,1955-09-15,5140,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,4,1955-09-22,5140,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,5,1955-09-29,17960,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,6,1955-10-06,17960,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,7,1955-10-13,850,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,8,1955-10-20,24350,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,9,1955-10-27,107425,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,10,1955-11-03,107425,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,11,1955-11-10,35875,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,12,1955-11-17,27335,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,13,1955-11-24,35138,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,14,1955-12-01,25405,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,15,1955-12-08,34526,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,16,1955-12-15,3210,10,0.1182
Blackwater MD,Blaokwater National wild11fe,1955,17,1955-12-22,12810,10,0.1182
Blackwater MD,Blackwater N.W.,1956,1,1956-09-01,1550,10,0.4575
Blackwater MD,Blackwater N.W.,1956,2,1956-09-08,1550,10,0.4575
Blackwater MD,Blackwater N.W.,1956,3,1956-09-15,4700,10,0.4575
Blackwater MD,Blackwater N.W.,1956,4,1956-09-22,5200,10,0.4575
Blackwater MD,Blackwater N.W.,1956,5,1956-09-29,11700,10,0.4575
Blackwater MD,Blackwater N.W.,1956,6,1956-10-06,11700,10,0.4575
Blackwater MD,Blackwater N.W.,1956,7,1956-10-13,26600,10,0.4575
Blackwater MD,Blackwater N.W.,1956,8,1956-10-20,26600,10,0.4575
Blackwater MD,Blackwater N.W.,1956,9,1956-10-27,26600,10,0.4575
Blackwater MD,Blackwater N.W.,1956,10,1956-11-03,114900,10,0.4575
Blackwater MD,Blackwater N.W.,1956,11,1956-11-10,67600,10,0.4575
Blackwater MD,Blackwater N.W.,1956,12,1956-11-17,81625,10,0.4575
Blackwater MD,Blackwater N.W.,1956,13,1956-11-24,2010,10,0.4575
Blackwater MD,Blackwater N.W.,1956,14,1956-12-01,43800,10,0.4575
Blackwater MD,Blackwater N.W.,1957,1,1957-09-01,1775,10,0.0788
Blackwater MD,Blackwater N.W.,1957,2,1957-09-08,1775,10,0.0788
Blackwater MD,Blackwater N.W.,1957,3,1957-09-15,1725,10,0.0788
Blackwater MD,Blackwater N.W.,1957,4,1957-09-22,3075,10,0.0788
Blackwater MD,Blackwater N.W.,1957,5,1957-09-29,12600,10,0.0788
Blackwater MD,Blackwater N.W.,1957,6,1957-10-06,20600,10,0.0788
Blackwater MD,Blackwater N.W.,1957,7,1957-10-13,30700,10,0.0788
Blackwater MD,Blackwater N.W.,1957,8,1957-10-20,62200,10,0.0788
Blackwater MD,Blackwater N.W.,1957,9,1957-10-27,101225,10,0.0788
Blackwater MD,Blackwater N.W.,1957,10,1957-11-03,47825,10,0.0788
Blackwater MD,Blackwater N.W.,1957,11,1957-11-10,125500,10,0.0788
Blackwater MD,Blackwater N.W.,1957,12,1957-11-17,207000,10,0.0788
Blackwater MD,Blackwater N.W.,1957,13,1957-11-24,140200,10,0.0788
Blackwater MD,Blackwater N.W.,1957,14,1957-12-01,161500,10,0.0788
Blackwater MD,Blackwater N.W.,1957,15,1957-12-08,148000,10,0.0788
Blackwater MD,Blackwater N.W.,1957,16,1957-12-15,49700,10,0.0788
Blackwater MD,Blackwater N.W.,1957,17,1957-12-22,63500,10,0.0788
Blackwater MD,"Blackwater N,M.",1958,1,1958-09-01,750,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,2,1958-09-08,2250,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,3,1958-09-15,3700,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,4,1958-09-22,4200,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,5,1958-09-29,10025,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,6,1958-10-06,10025,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,7,1958-10-13,40525,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,8,1958-10-20,60550,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,9,1958-10-27,118325,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,10,1958-11-03,115350,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,11,1958-11-10,93400,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,12,1958-11-17,85400,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,13,1958-11-24,148350,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,14,1958-12-01,151300,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,15,1958-12-08,142600,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,16,1958-12-15,93300,10,0.4186
Blackwater MD,"Blackwater N,M.",1958,17,1958-12-22,93300,10,0.4186
Blackwater MD,Blackvater N.T•,1959,1,1959-09-01,865,9,0.2273
Blackwater MD,Blackvater N.T•,1959,2,1959-09-08,865,9,0.2273
Blackwater MD,Blackvater N.T•,1959,3,1959-09-15,865,9,0.2273
Blackwater MD,Blackvater N.T•,1959,4,1959-09-22,1080,9,0.2273
Blackwater MD,Blackvater N.T•,1959,5,1959-09-29,1050,9,0.2273
Blackwater MD,Blackvater N.T•,1959,6,1959-10-06,1550,9,0.2273
Blackwater MD,Blackvater N.T•,1959,7,1959-10-13,11000,9,0.2273
Blackwater MD,Blackvater N.T•,1959,8,1959-10-20,15000,9,0.2273
Blackwater MD,Blackvater N.T•,1959,9,1959-10-27,25019,9,0.2273
Blackwater MD,Blackvater N.T•,1959,11,1959-11-10,56775,9,0.2273
Blackwater MD,Blackvater N.T•,1959,12,1959-11-17,68475,9,0.2273
Blackwater MD,Blackvater N.T•,1959,13,1959-11-24,69100,9,0.2273
Blackwater MD,Blackvater N.T•,1959,14,1959-12-01,67100,9,0.2273
Blackwater MD,Blackvater N.T•,1959,15,1959-12-08,57100,9,0.2273
Blackwater MD,Blackvater N.T•,1959,16,1959-12-15,40500,9,0.2273
Blackwater MD,Blackvater N.T•,1959,17,1959-12-22,35350,9,0.2273
Blackwater MD,Blackvater N.T•,1959,18,1959-12-29,63600,9,0.2273
Blackwater MD,Blackwater N.W.,1960,1,1960-09-01,2155,10,0.0884
Blackwater MD,Blackwater N.W.,1960,2,1960-09-08,2145,10,0.0884
Blackwater MD,Blackwater N.W.,1960,3,1960-09-15,2125,10,0.0884
Blackwater MD,Blackwater N.W.,1960,4,1960-09-22,9125,10,0.0884
Blackwater MD,Blackwater N.W.,1960,5,1960-09-29,18025,10,0.0884
Blackwater MD,Blackwater N.W.,1960,6,1960-10-06,32275,10,0.0884
Blackwater MD,Blackwater N.W.,1960,7,1960-10-13,30625,10,0.0884
Blackwater MD,Blackwater N.W.,1960,8,1960-10-20,650,10,0.0884
Blackwater MD,Blackwater N.W.,1960,9,1960-10-27,88650,10,0.0884
Blackwater MD,Blackwater N.W.,1960,10,1960-11-03,100050,10,0.0884
Blackwater MD,Blackwater N.W.,1960,11,1960-11-10,85600,10,0.0884
Blackwater MD,Blackwater N.W.,1960,12,1960-11-17,76550,10,0.0884
Blackwater MD,Blackwater N.W.,1960,13,1960-11-24,99050,10,0.0884
Blackwater MD,Blackwater N.W.,1960,14,1960-12-01,70200,10,0.0884
Blackwater MD,Blackwater N.W.,1960,15,1960-12-08,63800,10,0.0884
Blackwater MD,Blackwater N.W.,1960,16,1960-12-15,85700,10,0.0884
Blackwater MD,Blackwater N.W.,1960,17,1960-12-22,75600,10,0.0884
Blackwater MD,Blackrater Noll,1961,1,1961-09-01,2805,10,0.0553
Blackwater MD,Blackrater Noll,1961,2,1961-09-08,2605,10,0.0553
Blackwater MD,Blackrater Noll,1961,3,1961-09-15,4400,10,0.0553
Blackwater MD,Blackrater Noll,1961,4,1961-09-22,6555,10,0.0553
Blackwater MD,Blackrater Noll,1961,5,1961-09-29,11025,10,0.0553
Blackwater MD,Blackrater Noll,1961,6,1961-10-06,19000,10,0.0553
Blackwater MD,Blackrater Noll,1961,7,1961-10-13,23525,10,0.0553
Blackwater MD,Blackrater Noll,1961,8,1961-10-20,100725,10,0.0553
Blackwater MD,Blackrater Noll,1961,9,1961-10-27,78025,10,0.0553
Blackwater MD,Blackrater Noll,1961,10,1961-11-03,102025,10,0.0553
Blackwater MD,Blackrater Noll,1961,11,1961-11-10,101525,10,0.0553
Blackwater MD,Blackrater Noll,1961,12,1961-11-17,61720,10,0.0553
Blackwater MD,Blackrater Noll,1961,13,1961-11-24,51720,10,0.0553
Blackwater MD,Blackrater Noll,1961,14,1961-12-01,46650,10,0.0553
Blackwater MD,Blackrater Noll,1961,15,1961-12-08,46150,10,0.0553
Blackwater MD,Blackrater Noll,1961,16,1961-12-15,65950,10,0.0553
Blackwater MD,Blackrater Noll,1961,17,1961-12-22,64625,10,0.0553
Blackwater MD,Blackwater N.W. Refuge,1962,1,1962-09-01,2408,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,2,1962-09-08,2408,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,3,1962-09-15,108,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,4,1962-09-22,2200,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,5,1962-09-29,2208,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,6,1962-10-06,8800,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,7,1962-10-13,5008,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,8,1962-10-20,12000,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,9,1962-10-27,28508,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,10,1962-11-03,57000,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,11,1962-11-10,84075,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,12,1962-11-17,64577,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,13,1962-11-24,75077,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,14,1962-12-01,89717,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,15,1962-12-08,104675,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,16,1962-12-15,31500,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,17,1962-12-22,62375,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1962,18,1962-12-29,62350,10,0.1905
Blackwater MD,Blackwater N.W. Refuge,1963,1,1963-09-01,1500,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,2,1963-09-08,600,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,3,1963-09-15,3000,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,4,1963-09-22,5950,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,5,1963-09-29,5950,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,6,1963-10-06,11000,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,7,1963-10-13,61500,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,11,1963-11-10,18000,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,12,1963-11-17,30000,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,13,1963-11-24,49650,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,14,1963-12-01,26150,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,15,1963-12-08,36250,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,16,1963-12-15,12588,7,0.2802
Blackwater MD,Blackwater N.W. Refuge,1963,17,1963-12-22,6198,7,0.2802
Blackwater MD,Blackwater N.W.,1964,1,1964-09-01,3100,10,
Blackwater MD,Blackwater N.W.,1964,2,1964-09-08,2050,10,
Blackwater MD,Blackwater N.W.,1964,3,1964-09-15,4600,10,
Blackwater MD,Blackwater N.W.,1964,4,1964-09-22,4600,10,
Blackwater MD,Blackwater N.W.,1964,5,1964-09-29,40425,10,
Blackwater MD,Blackwater N.W.,1964,6,1964-10-06,162208,10,
Blackwater MD,Blackwater N.W.,1964,7,1964-10-13,86900,10,
Blackwater MD,Blackwater N.W.,1964,8,1964-10-20,71900,10,
Blackwater MD,Blackwater N.W.,1964,9,1964-10-27,72900,10,
Blackwater MD,Blackwater N.W.,1964,10,1964-11-03,53300,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,1,1965-09-01,2850,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,2,1965-09-08,125,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,3,1965-09-15,625,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,4,1965-09-22,2925,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,5,1965-09-29,700,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,6,1965-10-06,225,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,7,1965-10-13,25,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,8,1965-10-20,1775,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,9,1965-10-27,25,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,10,1965-11-03,2825,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,11,1965-11-10,4930,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,12,1965-11-17,4030,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,13,1965-11-24,4250,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,14,1965-12-01,4250,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,15,1965-12-08,3250,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,16,1965-12-15,4230,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,17,1965-12-22,2250,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,18,1965-12-29,3250,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,19,1966-01-05,438695,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,20,1966-01-12,1,10,
Blackwater MD,Mackuater_lational M3/11fe.,1965,21,1966-01-19,1680,10,
Blackwater MD,BLackwater N.W.,1966,1,1966-09-01,2125,10,0.4561
Blackwater MD,BLackwater N.W.,1966,2,1966-09-08,2525,10,0.4561
Blackwater MD,BLackwater N.W.,1966,3,1966-09-15,3100,10,0.4561
Blackwater MD,BLackwater N.W.,1966,4,1966-09-22,3400,10,0.4561
Blackwater MD,BLackwater N.W.,1966,5,1966-09-29,12600,10,0.4561
Blackwater MD,BLackwater N.W.,1966,6,1966-10-06,22825,10,0.4561
Blackwater MD,BLackwater N.W.,1966,7,1966-10-13,61030,10,0.4561
Blackwater MD,BLackwater N.W.,1966,8,1966-10-20,65105,10,0.4561
Blackwater MD,BLackwater N.W.,1966,9,1966-10-27,63110,10,0.4561
Blackwater MD,BLackwater N.W.,1966,10,1966-11-03,79380,10,0.4561
Blackwater MD,BLackwater N.W.,1966,11,1966-11-10,96450,10,0.4561
Blackwater MD,BLackwater N.W.,1966,12,1966-11-17,95850,10,0.4561
Blackwater MD,BLackwater N.W.,1966,13,1966-11-24,98055,10,0.4561
Blackwater MD,BLackwater N.W.,1966,14,1966-12-01,114300,10,0.4561
Blackwater MD,BLackwater N.W.,1966,15,1966-12-08,89375,10,0.4561
Blackwater MD,BLackwater N.W.,1966,16,1966-12-15,40700,10,0.4561
Blackwater MD,BLackwater N.W.,1966,17,1966-12-22,60700,10,0.4561
Blackwater MD,BLackwater N.W.,1966,18,1966-12-29,60700,10,0.4561
Blackwater MD,Snaauehenna Me We Refuge,1968,1,1968-09-01,1500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,2,1968-09-08,3500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,3,1968-09-15,6500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,4,1968-09-22,20800,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,5,1968-09-29,17500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,6,1968-10-06,6500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,7,1968-10-13,6500,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,8,1968-10-20,7100,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,11,1968-11-10,51250,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,12,1968-11-17,9600,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,13,1968-11-24,6650,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,14,1968-12-01,4900,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,15,1968-12-08,3300,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,16,1968-12-15,800,8,0.4762
Blackwater MD,Snaauehenna Me We Refuge,1968,17,1968-12-22,1000,8,0.4762
Blackwater MD,Blackwater,1969,1,1969-09-01,2600,10,
Blackwater MD,Blackwater,1969,2,1969-09-08,1925,10,
Blackwater MD,Blackwater,1969,3,1969-09-15,1400,10,
Blackwater MD,Blackwater,1969,4,1969-09-22,1275,10,
Blackwater MD,Blackwater,1969,5,1969-09-29,1175,10,
Blackwater MD,Blackwater,1969,6,1969-10-06,1100,10,
Blackwater MD,Blackwater,1969,7,1969-10-13,1175,10,
Blackwater MD,Blackwater,1969,8,1969-10-20,1075,10,
Blackwater MD,Blackwater,1969,9,1969-10-27,1175,10,
Blackwater MD,Blackwater,1969,10,1969-11-03,1175,10,
Blackwater MD,Blackwater,1969,11,1969-11-10,1100,10,
Blackwater MD,Blackwater,1969,12,1969-11-17,1100,10,
Blackwater MD,Blackwater,1969,13,1969-11-24,1100,10,
Blackwater MD,Blackwater,1969,14,1969-12-01,1200,10,
Blackwater MD,Blackwater,1969,15,1969-12-08,1200,10,
Blackwater MD,Blackwater,1969,16,1969-12-15,1200,10,
Blackwater MD,Blackwater,1969,17,1969-12-22,1300,10,
Blackwater MD,Blackwater,1969,18,1969-12-29,50,10,
Blackwater MD,Blackwater,1969,19,1970-01-05,162225,10,
Blackwater MD,Blackwater,1969,20,1970-01-12,60,10,
Blackwater MD,Blackwater,1969,21,1970-01-19,800,10,
Blackwater MD,Blackwater N. W. Refuge,1970,1,1970-09-01,2800,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,2,1970-09-08,2550,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,3,1970-09-15,1860,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,4,1970-09-22,900,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,5,1970-09-29,1400,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,6,1970-10-06,1350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,7,1970-10-13,1350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,8,1970-10-20,1350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,9,1970-10-27,1350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,10,1970-11-03,1350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,11,1970-11-10,350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,12,1970-11-17,350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,13,1970-11-24,350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,14,1970-12-01,350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,15,1970-12-08,350,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,16,1970-12-15,600,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1970,17,1970-12-22,800,10,20.8217
Blackwater MD,Blackwater N. W. Refuge,1971,1,1971-09-01,800,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,2,1971-09-08,1300,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,3,1971-09-15,2000,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,4,1971-09-22,2765,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,5,1971-09-29,6715,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,6,1971-10-06,10465,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,7,1971-10-13,13280,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,8,1971-10-20,16131,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,9,1971-10-27,24380,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,10,1971-11-03,18676,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,11,1971-11-10,19325,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,12,1971-11-17,26675,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,13,1971-11-24,31683,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,14,1971-12-01,20675,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,15,1971-12-08,25675,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,16,1971-12-15,14675,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,17,1971-12-22,14675,10,0.1017
Blackwater MD,Blackwater N. W. Refuge,1971,18,1971-12-29,13475,10,0.1017
Bosque del Apache,Bosque del Apache Refuge,1953,1,1953-09-01,602,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,2,1953-09-08,618,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,3,1953-09-15,643,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,4,1953-09-22,570,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,5,1953-09-29,131,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,6,1953-10-06,737,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,7,1953-10-13,1333,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,8,1953-10-20,7854,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,9,1953-10-27,21442,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,10,1953-11-03,30472,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,11,1953-11-10,43954,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,12,1953-11-17,63943,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,13,1953-11-24,336,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,14,1953-12-01,15850,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,15,1953-12-08,48854,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,16,1953-12-15,25501,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,17,1953-12-22,21065,10,0.3224
Bosque del Apache,Bosque del Apache Refuge,1953,18,1953-12-29,285,10,0.3224
Bosque del Apache,Bosque del Apache Refuce,1954,1,1954-09-01,1670,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,2,1954-09-08,1465,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,3,1954-09-15,3273,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,4,1954-09-22,4611,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,5,1954-09-29,5240,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,6,1954-10-06,8968,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,7,1954-10-13,260,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,8,1954-10-20,15394,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,9,1954-10-27,24276,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,10,1954-11-03,25322,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,11,1954-11-10,10101,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,12,1954-11-17,5205,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,13,1954-11-24,345,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,14,1954-12-01,18357,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,15,1954-12-08,21988,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,16,1954-12-15,30450,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,17,1954-12-22,24489,10,0.4112
Bosque del Apache,Bosque del Apache Refuce,1954,18,1954-12-29,24427,10,0.4112
Bosque del Apache,Bosque del Apache,1955,1,1955-09-01,2891,9,0.2422
Bosque del Apache,Bosque del Apache,1955,2,1955-09-08,2285,9,0.2422
Bosque del Apache,Bosque del Apache,1955,3,1955-09-15,4096,9,0.2422
Bosque del Apache,Bosque del Apache,1955,4,1955-09-22,12720,9,0.2422
Bosque del Apache,Bosque del Apache,1955,5,1955-09-29,8910,9,0.2422
Bosque del Apache,Bosque del Apache,1955,6,1955-10-06,2149,9,0.2422
