# USFWS Form NR-1 weekly waterfowl counts for 11 refuges, National Archives RG-22.
# Recovered for anchors that shipped with NO source data at all.
# The NARA 3-letter code for each refuge was VERIFIED from the sheet's own REFUGE
# header (BDA='Bosque del Apache', QVR=', Stafford, Kansas' which is Quivira's
# location, BTL='Bitter Lake National Wildl', etc). refuge_header is kept per row
# so that mapping stays auditable.
# median_err is the sheet's own per-species days-use column vs sum(weekly)*7.
# WEEK 1 IS ASSUMED = SEP 1 and is NOT verified per refuge -- see ANCHOR_RULES.md;
# the convention is refuge-specific and a wrong guess shifts a curve up to ~6 days.
anchor,refuge_header,season,week,week_start,ducks_teal_excluded,n_cols,median_err
Aransas,кauлая.,1961,1,1961-09-01,475,6,0.1029
Aransas,кauлая.,1961,2,1961-09-08,4755,6,0.1029
Aransas,кauлая.,1961,3,1961-09-15,2600,6,0.1029
Aransas,кauлая.,1961,4,1961-09-22,450,6,0.1029
Aransas,кauлая.,1961,5,1961-09-29,6450,6,0.1029
Aransas,кauлая.,1961,6,1961-10-06,1400,6,0.1029
Aransas,кauлая.,1961,11,1961-11-10,7070,6,0.1029
Aransas,кauлая.,1961,12,1961-11-17,8465,6,0.1029
Aransas,кauлая.,1961,13,1961-11-24,9020,6,0.1029
Aransas,кauлая.,1961,14,1961-12-01,9745,6,0.1029
Aransas,кauлая.,1961,15,1961-12-08,9776,6,0.1029
Aransas,кauлая.,1961,16,1961-12-15,10330,6,0.1029
Aransas,кauлая.,1961,17,1961-12-22,10080,6,0.1029
Aransas,кauлая.,1961,18,1961-12-29,8515,6,0.1029
Aransas,ARAISAS.,1962,1,1962-09-01,41,6,0.2222
Aransas,ARAISAS.,1962,2,1962-09-08,500,6,0.2222
Aransas,ARAISAS.,1962,3,1962-09-15,3358,6,0.2222
Aransas,ARAISAS.,1962,4,1962-09-22,3157,6,0.2222
Aransas,ARAISAS.,1962,5,1962-09-29,4770,6,0.2222
Aransas,ARAISAS.,1962,6,1962-10-06,13300,6,0.2222
Aransas,ARAISAS.,1962,11,1962-11-10,18070,6,0.2222
Aransas,ARAISAS.,1962,12,1962-11-17,19915,6,0.2222
Aransas,ARAISAS.,1962,13,1962-11-24,12150,6,0.2222
Aransas,ARAISAS.,1962,14,1962-12-01,10490,6,0.2222
Aransas,ARAISAS.,1962,15,1962-12-08,14096,6,0.2222
Aransas,ARAISAS.,1962,16,1962-12-15,13875,6,0.2222
Aransas,ARAISAS.,1962,17,1962-12-22,5435,6,0.2222
Aransas,ARAISAS.,1962,18,1962-12-29,4470,6,0.2222
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,1,1963-09-01,1200,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,2,1963-09-08,1200,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,3,1963-09-15,1200,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,4,1963-09-22,100,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,5,1963-09-29,100,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,6,1963-10-06,720,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,7,1963-10-13,4200,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,8,1963-10-20,6952,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,9,1963-10-27,6835,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,10,1963-11-03,7705,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,11,1963-11-10,8133,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,12,1963-11-17,9267,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,13,1963-11-24,22468,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,14,1963-12-01,16540,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,15,1963-12-08,26170,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,16,1963-12-15,24280,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,17,1963-12-22,14191,10,0.0829
Aransas,ARANSAS MATIOMAL WILDLJER DREUGE,1963,18,1963-12-29,16190,10,0.0829
Aransas,ARANSAS,1964,2,1964-09-08,6700,6,0.0914
Aransas,ARANSAS,1964,3,1964-09-15,14022,6,0.0914
Aransas,ARANSAS,1964,4,1964-09-22,7502,6,0.0914
Aransas,ARANSAS,1964,5,1964-09-29,5560,6,0.0914
Aransas,ARANSAS,1964,6,1964-10-06,9918,6,0.0914
Aransas,ARANSAS,1964,11,1964-11-10,25797,6,0.0914
Aransas,ARANSAS,1964,12,1964-11-17,22454,6,0.0914
Aransas,ARANSAS,1964,13,1964-11-24,19606,6,0.0914
Aransas,ARANSAS,1964,14,1964-12-01,16302,6,0.0914
Aransas,ARANSAS,1964,15,1964-12-08,11097,6,0.0914
Aransas,ARANSAS,1964,16,1964-12-15,9334,6,0.0914
Aransas,ARANSAS,1964,17,1964-12-22,8384,6,0.0914
Aransas,ARANSAS,1964,18,1964-12-29,8384,6,0.0914
Aransas,ARANSAS,1965,1,1965-09-01,2500,6,0.3078
Aransas,ARANSAS,1965,2,1965-09-08,200,6,0.3078
Aransas,ARANSAS,1965,3,1965-09-15,1386,6,0.3078
Aransas,ARANSAS,1965,4,1965-09-22,264,6,0.3078
Aransas,ARANSAS,1965,5,1965-09-29,43155,6,0.3078
Aransas,ARANSAS,1965,6,1965-10-06,11010,6,0.3078
Aransas,ARANSAS,1965,11,1965-11-10,2922,6,0.3078
Aransas,ARANSAS,1965,12,1965-11-17,16300,6,0.3078
Aransas,ARANSAS,1965,13,1965-11-24,19034,6,0.3078
Aransas,ARANSAS,1965,14,1965-12-01,12030,6,0.3078
Aransas,ARANSAS,1965,15,1965-12-08,8530,6,0.3078
Aransas,ARANSAS,1965,16,1965-12-15,4150,6,0.3078
Aransas,ARANSAS,1965,17,1965-12-22,6622,6,0.3078
Aransas,ARANSAS,1965,18,1965-12-29,289,6,0.3078
Aransas,ARANSAS NWR,1968,1,1968-09-01,175,7,0.1133
Aransas,ARANSAS NWR,1968,2,1968-09-08,600,7,0.1133
Aransas,ARANSAS NWR,1968,3,1968-09-15,1175,7,0.1133
Aransas,ARANSAS NWR,1968,4,1968-09-22,3800,7,0.1133
Aransas,ARANSAS NWR,1968,5,1968-09-29,9695,7,0.1133
Aransas,ARANSAS NWR,1968,6,1968-10-06,14230,7,0.1133
Aransas,ARANSAS NWR,1968,7,1968-10-13,12430,7,0.1133
Aransas,ARANSAS NWR,1968,11,1968-11-10,14520,7,0.1133
Aransas,ARANSAS NWR,1968,12,1968-11-17,23990,7,0.1133
Aransas,ARANSAS NWR,1968,13,1968-11-24,26170,7,0.1133
Aransas,ARANSAS NWR,1968,14,1968-12-01,24395,7,0.1133
Aransas,ARANSAS NWR,1968,15,1968-12-08,18395,7,0.1133
Aransas,ARANSAS NWR,1968,16,1968-12-15,18715,7,0.1133
Aransas,ARANSAS NWR,1968,17,1968-12-22,15585,7,0.1133
Aransas,ARANSAS NWR,1968,18,1968-12-29,14280,7,0.1133
Aransas,ARANSAS NVR,1969,1,1969-09-01,235,7,0.1094
Aransas,ARANSAS NVR,1969,2,1969-09-08,600,7,0.1094
Aransas,ARANSAS NVR,1969,3,1969-09-15,682,7,0.1094
Aransas,ARANSAS NVR,1969,4,1969-09-22,2320,7,0.1094
Aransas,ARANSAS NVR,1969,5,1969-09-29,2642,7,0.1094
Aransas,ARANSAS NVR,1969,6,1969-10-06,4188,7,0.1094
Aransas,ARANSAS NVR,1969,7,1969-10-13,21292,7,0.1094
Aransas,ARANSAS NVR,1969,11,1969-11-10,27642,7,0.1094
Aransas,ARANSAS NVR,1969,12,1969-11-17,52626,7,0.1094
Aransas,ARANSAS NVR,1969,13,1969-11-24,28790,7,0.1094
Aransas,ARANSAS NVR,1969,14,1969-12-01,21403,7,0.1094
Aransas,ARANSAS NVR,1969,15,1969-12-08,24213,7,0.1094
Aransas,ARANSAS NVR,1969,16,1969-12-15,23096,7,0.1094
Aransas,ARANSAS NVR,1969,17,1969-12-22,22498,7,0.1094
Aransas,ARANSAS NVR,1969,18,1969-12-29,21019,7,0.1094
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,1,1989-09-01,5742,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,2,1989-09-08,7579,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,3,1989-09-15,866,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,4,1989-09-22,28,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,5,1989-09-29,269,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,6,1989-10-06,14320,7,
Aransas,84 3. Waterfow! Aerial waterfowl counts ,1989,7,1989-10-13,3946,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,1,2000-09-01,16387,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,2,2000-09-08,1367,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,3,2000-09-15,0,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,4,2000-09-22,131,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,5,2000-09-29,69,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,6,2000-10-06,33,7,
Aransas,44 Species Jan. Feb. Aug. Sept. Oct. Nov,2000,7,2000-10-13,38866,7,
Aransas,48 well. There was a decrease in waterfo,2001,1,2001-09-01,2349,7,
Aransas,48 well. There was a decrease in waterfo,2001,2,2001-09-08,1961,7,
Aransas,48 well. There was a decrease in waterfo,2001,3,2001-09-15,21,7,
Aransas,48 well. There was a decrease in waterfo,2001,4,2001-09-22,0,7,
Aransas,48 well. There was a decrease in waterfo,2001,5,2001-09-29,788,7,
Aransas,48 well. There was a decrease in waterfo,2001,6,2001-10-06,89574,7,
Aransas,48 well. There was a decrease in waterfo,2001,7,2001-10-13,10541,7,
Arrowwood ND,ARROWNOOD,1953,1,1953-09-01,1750,10,0.75
Arrowwood ND,ARROWNOOD,1953,2,1953-09-08,2300,10,0.75
Arrowwood ND,ARROWNOOD,1953,3,1953-09-15,3980,10,0.75
Arrowwood ND,ARROWNOOD,1953,4,1953-09-22,4280,10,0.75
Arrowwood ND,ARROWNOOD,1953,5,1953-09-29,13510,10,0.75
Arrowwood ND,ARROWNOOD,1953,6,1953-10-06,10850,10,0.75
Arrowwood ND,ARROWNOOD,1953,7,1953-10-13,17600,10,0.75
Arrowwood ND,ARROWNOOD,1953,8,1953-10-20,12300,10,0.75
Arrowwood ND,ARROWNOOD,1953,9,1953-10-27,9250,10,0.75
Arrowwood ND,ARROWNOOD,1953,10,1953-11-03,15500,10,0.75
Arrowwood ND,ARROWNOOD,1953,11,1953-11-10,4500,10,0.75
Arrowwood ND,ARROWNOOD,1953,12,1953-11-17,3150,10,0.75
Arrowwood ND,ARROWNOOD,1953,13,1953-11-24,175,10,0.75
Arrowwood ND,ARROWWOOD,1954,1,1954-09-01,5400,10,
Arrowwood ND,ARROWWOOD,1954,2,1954-09-08,2881,10,
Arrowwood ND,ARROWWOOD,1954,3,1954-09-15,3670,10,
Arrowwood ND,ARROWWOOD,1954,4,1954-09-22,8340,10,
Arrowwood ND,ARROWWOOD,1954,5,1954-09-29,17170,10,
Arrowwood ND,ARROWWOOD,1954,6,1954-10-06,25800,10,
Arrowwood ND,ARROWWOOD,1954,7,1954-10-13,25800,10,
Arrowwood ND,ARROWWOOD,1954,8,1954-10-20,14940,10,
Arrowwood ND,ARROWWOOD,1954,9,1954-10-27,6460,10,
Arrowwood ND,ARROWWOOD,1954,10,1954-11-03,5330,10,
Arrowwood ND,ARROWWOOD,1954,11,1954-11-10,495160,10,
Arrowwood ND,ARROWIOOD,1955,1,1955-09-01,4780,9,
Arrowwood ND,ARROWIOOD,1955,2,1955-09-08,5280,9,
Arrowwood ND,ARROWIOOD,1955,3,1955-09-15,5380,9,
Arrowwood ND,ARROWIOOD,1955,4,1955-09-22,5030,9,
Arrowwood ND,ARROWIOOD,1955,5,1955-09-29,11095,9,
Arrowwood ND,ARROWIOOD,1955,6,1955-10-06,11840,9,
Arrowwood ND,ARROWIOOD,1955,7,1955-10-13,13265,9,
Arrowwood ND,ARROWIOOD,1955,8,1955-10-20,12580,9,
Arrowwood ND,ARROWIOOD,1955,9,1955-10-27,5840,9,
Arrowwood ND,ARROWIOOD,1955,11,1955-11-10,517795,9,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,1,1956-09-01,3025,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,2,1956-09-08,17325,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,3,1956-09-15,3010,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,4,1956-09-22,3770,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,5,1956-09-29,6420,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,6,1956-10-06,9190,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,7,1956-10-13,700,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,8,1956-10-20,24325,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,9,1956-10-27,19825,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,10,1956-11-03,20880,10,
Arrowwood ND,ARARZO HUSTOTOTDL,1956,11,1956-11-10,810530,10,
Arrowwood ND,Arrowwood,1958,1,1958-09-01,7600,9,0.2449
Arrowwood ND,Arrowwood,1958,2,1958-09-08,7220,9,0.2449
Arrowwood ND,Arrowwood,1958,3,1958-09-15,3802,9,0.2449
Arrowwood ND,Arrowwood,1958,4,1958-09-22,19535,9,0.2449
Arrowwood ND,Arrowwood,1958,5,1958-09-29,23344,9,0.2449
Arrowwood ND,Arrowwood,1958,6,1958-10-06,23150,9,0.2449
Arrowwood ND,Arrowwood,1958,7,1958-10-13,22400,9,0.2449
Arrowwood ND,Arrowwood,1958,8,1958-10-20,22840,9,0.2449
Arrowwood ND,Arrowwood,1958,9,1958-10-27,9300,9,0.2449
Arrowwood ND,Arrowwood,1958,11,1958-11-10,4200,9,0.2449
Arrowwood ND,ARrowWOod,1959,1,1959-09-01,4354,9,
Arrowwood ND,ARrowWOod,1959,2,1959-09-08,3920,9,
Arrowwood ND,ARrowWOod,1959,3,1959-09-15,5490,9,
Arrowwood ND,ARrowWOod,1959,4,1959-09-22,6405,9,
Arrowwood ND,ARrowWOod,1959,5,1959-09-29,6170,9,
Arrowwood ND,ARrowWOod,1959,6,1959-10-06,7285,9,
Arrowwood ND,ARrowWOod,1959,7,1959-10-13,14855,9,
Arrowwood ND,ARrowWOod,1959,8,1959-10-20,13880,9,
Arrowwood ND,ARrowWOod,1959,9,1959-10-27,12960,9,
Arrowwood ND,ARrowWOod,1959,11,1959-11-10,554548,9,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,1,1960-09-01,4120,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,2,1960-09-08,4920,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,3,1960-09-15,4410,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,4,1960-09-22,6810,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,5,1960-09-29,8485,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,6,1960-10-06,13675,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,7,1960-10-13,14560,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,8,1960-10-20,13420,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,9,1960-10-27,5650,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,10,1960-11-03,660,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1960,11,1960-11-10,392910,10,
Arrowwood ND,ARRONWOOD,1961,1,1961-09-01,2925,9,
Arrowwood ND,ARRONWOOD,1961,2,1961-09-08,3275,9,
Arrowwood ND,ARRONWOOD,1961,3,1961-09-15,3700,9,
Arrowwood ND,ARRONWOOD,1961,4,1961-09-22,6050,9,
Arrowwood ND,ARRONWOOD,1961,5,1961-09-29,7900,9,
Arrowwood ND,ARRONWOOD,1961,6,1961-10-06,8200,9,
Arrowwood ND,ARRONWOOD,1961,7,1961-10-13,14850,9,
Arrowwood ND,ARRONWOOD,1961,8,1961-10-20,6380,9,
Arrowwood ND,ARRONWOOD,1961,9,1961-10-27,6350,9,
Arrowwood ND,ARRONWOOD,1961,11,1961-11-10,428960,9,
Arrowwood ND,ARROWWOOD,1962,1,1962-09-01,2820,9,
Arrowwood ND,ARROWWOOD,1962,2,1962-09-08,3125,9,
Arrowwood ND,ARROWWOOD,1962,3,1962-09-15,4390,9,
Arrowwood ND,ARROWWOOD,1962,4,1962-09-22,5215,9,
Arrowwood ND,ARROWWOOD,1962,5,1962-09-29,2280,9,
Arrowwood ND,ARROWWOOD,1962,6,1962-10-06,3400,9,
Arrowwood ND,ARROWWOOD,1962,7,1962-10-13,850,9,
Arrowwood ND,ARROWWOOD,1962,8,1962-10-20,10190,9,
Arrowwood ND,ARROWWOOD,1962,9,1962-10-27,9750,9,
Arrowwood ND,ARROWWOOD,1962,11,1962-11-10,327740,9,
Arrowwood ND,Arrowwood Refuge,1963,1,1963-09-01,1290,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,2,1963-09-08,1300,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,3,1963-09-15,1300,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,4,1963-09-22,2600,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,5,1963-09-29,2550,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,6,1963-10-06,13060,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,7,1963-10-13,20750,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,8,1963-10-20,3870,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,9,1963-10-27,6960,9,0.2
Arrowwood ND,Arrowwood Refuge,1963,11,1963-11-10,5444,9,0.2
Arrowwood ND,ARRONVOOD,1964,1,1964-09-01,350,8,
Arrowwood ND,ARRONVOOD,1964,2,1964-09-08,251,8,
Arrowwood ND,ARRONVOOD,1964,3,1964-09-15,843,8,
Arrowwood ND,ARRONVOOD,1964,4,1964-09-22,430,8,
Arrowwood ND,ARRONVOOD,1964,5,1964-09-29,3863,8,
Arrowwood ND,ARRONVOOD,1964,6,1964-10-06,619,8,
Arrowwood ND,ARRONVOOD,1964,7,1964-10-13,3730,8,
Arrowwood ND,ARRONVOOD,1964,8,1964-10-20,2920,8,
Arrowwood ND,ARRONVOOD,1964,11,1964-11-10,98448,8,
Arrowwood ND,Arrowvood,1965,1,1965-09-01,1150,10,
Arrowwood ND,Arrowvood,1965,2,1965-09-08,1205,10,
Arrowwood ND,Arrowvood,1965,3,1965-09-15,1390,10,
Arrowwood ND,Arrowvood,1965,4,1965-09-22,570,10,
Arrowwood ND,Arrowvood,1965,5,1965-09-29,2350,10,
Arrowwood ND,Arrowvood,1965,6,1965-10-06,5200,10,
Arrowwood ND,Arrowvood,1965,7,1965-10-13,7145,10,
Arrowwood ND,Arrowvood,1965,8,1965-10-20,2595,10,
Arrowwood ND,Arrowvood,1965,9,1965-10-27,5450,10,
Arrowwood ND,Arrowvood,1965,10,1965-11-03,9125,10,
Arrowwood ND,Arrowvood,1965,11,1965-11-10,431364,10,
Arrowwood ND,Arrowwood,1966,1,1966-09-01,8010,9,
Arrowwood ND,Arrowwood,1966,2,1966-09-08,7150,9,
Arrowwood ND,Arrowwood,1966,3,1966-09-15,7233,9,
Arrowwood ND,Arrowwood,1966,4,1966-09-22,3340,9,
Arrowwood ND,Arrowwood,1966,5,1966-09-29,4081,9,
Arrowwood ND,Arrowwood,1966,6,1966-10-06,12690,9,
Arrowwood ND,Arrowwood,1966,7,1966-10-13,16430,9,
Arrowwood ND,Arrowwood,1966,8,1966-10-20,8610,9,
Arrowwood ND,Arrowwood,1966,9,1966-10-27,1836,9,
Arrowwood ND,Arrowwood,1966,11,1966-11-10,351,9,
Arrowwood ND,Arrowwood,1966,12,1966-11-17,431179,9,
Arrowwood ND,Arrowwood,1966,13,1966-11-24,335,9,
Arrowwood ND,Arrowwood,1966,14,1966-12-01,826,9,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,1,1967-09-01,1107,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,2,1967-09-08,2512,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,3,1967-09-15,1747,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,4,1967-09-22,3518,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,5,1967-09-29,6823,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,6,1967-10-06,11066,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,7,1967-10-13,16349,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,8,1967-10-20,9641,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,9,1967-10-27,8711,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,10,1967-11-03,4499,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,11,1967-11-10,127988,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,12,1967-11-17,94,10,
Arrowwood ND,3-1750 Form NR-1 (Rev. March 1953) WATER,1967,13,1967-11-24,151,10,
Arrowwood ND,Arrowvood,1968,1,1968-09-01,6231,10,
Arrowwood ND,Arrowvood,1968,2,1968-09-08,7458,10,
Arrowwood ND,Arrowvood,1968,3,1968-09-15,5537,10,
Arrowwood ND,Arrowvood,1968,4,1968-09-22,9229,10,
Arrowwood ND,Arrowvood,1968,5,1968-09-29,9249,10,
Arrowwood ND,Arrowvood,1968,6,1968-10-06,11797,10,
Arrowwood ND,Arrowvood,1968,7,1968-10-13,14160,10,
Arrowwood ND,Arrowvood,1968,8,1968-10-20,14264,10,
Arrowwood ND,Arrowvood,1968,9,1968-10-27,3496,10,
Arrowwood ND,Arrowvood,1968,10,1968-11-03,948,10,
Arrowwood ND,Arrowvood,1968,11,1968-11-10,1241,10,
Arrowwood ND,Arrowvood,1968,12,1968-11-17,21,10,
Arrowwood ND,Arrowvood,1968,13,1968-11-24,1253,10,
Arrowwood ND,Arrowvood,1968,14,1968-12-01,223,10,
Arrowwood ND,Arrowvood,1968,15,1968-12-08,1139,10,
Arrowwood ND,Arrowwood,1969,1,1969-09-01,9802,9,
Arrowwood ND,Arrowwood,1969,2,1969-09-08,12392,9,
Arrowwood ND,Arrowwood,1969,3,1969-09-15,12355,9,
Arrowwood ND,Arrowwood,1969,4,1969-09-22,9207,9,
Arrowwood ND,Arrowwood,1969,5,1969-09-29,23671,9,
Arrowwood ND,Arrowwood,1969,6,1969-10-06,31583,9,
Arrowwood ND,Arrowwood,1969,7,1969-10-13,26586,9,
Arrowwood ND,Arrowwood,1969,8,1969-10-20,2884,9,
Arrowwood ND,Arrowwood,1969,9,1969-10-27,2749,9,
Arrowwood ND,Arrowwood,1969,11,1969-11-10,1522,9,
Arrowwood ND,Arrowwood,1969,12,1969-11-17,101,9,
Arrowwood ND,Arrowwood,1969,13,1969-11-24,20,9,
Arrowwood ND,Arrowwood,1969,14,1969-12-01,730912,9,
Arrowwood ND,Arrowwood,1969,15,1969-12-08,69,9,
Arrowwood ND,Azr owwood,1970,1,1970-09-01,7357,10,
Arrowwood ND,Azr owwood,1970,2,1970-09-08,13857,10,
Arrowwood ND,Azr owwood,1970,3,1970-09-15,23892,10,
Arrowwood ND,Azr owwood,1970,4,1970-09-22,30920,10,
Arrowwood ND,Azr owwood,1970,5,1970-09-29,37273,10,
Arrowwood ND,Azr owwood,1970,6,1970-10-06,42452,10,
Arrowwood ND,Azr owwood,1970,7,1970-10-13,36130,10,
Arrowwood ND,Azr owwood,1970,8,1970-10-20,29401,10,
Arrowwood ND,Azr owwood,1970,9,1970-10-27,11851,10,
Arrowwood ND,Azr owwood,1970,10,1970-11-03,7600,10,
Arrowwood ND,Azr owwood,1970,11,1970-11-10,1323175,10,
Arrowwood ND,Arronood,1971,1,1971-09-01,11215,8,0.8926
Arrowwood ND,Arronood,1971,2,1971-09-08,3028,8,0.8926
Arrowwood ND,Arronood,1971,3,1971-09-15,7130,8,0.8926
Arrowwood ND,Arronood,1971,4,1971-09-22,21147,8,0.8926
Arrowwood ND,Arronood,1971,5,1971-09-29,16177,8,0.8926
Arrowwood ND,Arronood,1971,6,1971-10-06,39464,8,0.8926
Arrowwood ND,Arronood,1971,7,1971-10-13,18380,8,0.8926
Arrowwood ND,Arronood,1971,8,1971-10-20,18570,8,0.8926
Arrowwood ND,Arronood,1971,11,1971-11-10,37,8,0.8926
Arrowwood ND,Arronood,1971,12,1971-11-17,470,8,0.8926
Arrowwood ND,Arronood,1971,13,1971-11-24,2442,8,0.8926
Arrowwood ND,Arronood,1971,14,1971-12-01,2448,8,0.8926
Arrowwood ND,Arronood,1971,15,1971-12-08,1580,8,0.8926
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,1,1989-09-01,24,6,
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,2,1989-09-08,76,6,
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,3,1989-09-15,108,6,
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,4,1989-09-22,32,6,
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,5,1989-09-29,59,6,
Arrowwood ND,-32- 6. Computer Systems A Compag 286 co,1989,6,1989-10-06,53,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,1,1947-09-01,22,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,2,1947-09-08,572040,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,3,1947-09-15,164,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,4,1947-09-22,7,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,5,1947-09-29,86,6,
Bear River UT,WA TERFONL Reiuge Bear River Refuge Mont,1947,6,1947-10-06,686600,6,
Bear River UT,Base Itrer Bef Iitah,1953,1,1953-09-01,114000,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,2,1953-09-08,169000,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,3,1953-09-15,196008,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,4,1953-09-22,222800,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,5,1953-09-29,211300,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,6,1953-10-06,193400,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,7,1953-10-13,150600,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,8,1953-10-20,127700,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,11,1953-11-10,248900,8,0.7468
Bear River UT,Base Itrer Bef Iitah,1953,12,1953-11-17,252385,8,0.7468
