# Illinois Natural History Survey / Illinois DNR waterfowl aerial inventory.
# Source: huntillinois.org/survey-data (2021-2026) and
#   dnr.illinois.gov/hunting/waterfowlhunting/oldwaterfowlsurveys.html (2018-2020).
# Weekly-to-biweekly aerial counts, Illinois River (IR) Spring Valley-Grafton and
# central Mississippi River (MR) Alton-Moline. Started by Frank Bellrose in 1938;
# the longest continuous waterfowl inventory known.
# ducks_teal_excluded = printed TOTAL DUCKS minus the BWTE and AGWT columns, so
# teal exclusion is exact rather than approximated.
region,site,survey_date,ducks_teal_excluded
IR,Rice Lake,2023-01-09,795
IR,Rice Lake,2023-08-31,335
IR,Rice Lake,2023-09-08,85
IR,Rice Lake,2023-09-15,0
IR,Rice Lake,2023-09-19,0
IR,Rice Lake,2023-10-30,2245
IR,Rice Lake,2023-11-10,300
IR,Rice Lake,2023-11-15,1025
IR,Rice Lake,2023-11-22,3400
IR,Rice Lake,2023-11-28,2560
IR,Rice Lake,2023-12-06,470
IR,Rice Lake,2023-12-13,1455
IR,Rice Lake,2023-12-21,1110
IR,Rice Lake,2024-01-03,11185
IR,Rice Lake,2024-09-04,335
IR,Rice Lake,2024-09-09,55
IR,Rice Lake,2024-09-16,70
IR,Rice Lake,2024-10-15,2520
IR,Rice Lake,2024-10-24,3130
IR,Rice Lake,2024-11-01,1965
IR,Rice Lake,2024-11-06,2095
IR,Rice Lake,2024-11-15,1195
IR,Rice Lake,2024-11-26,1635
IR,Rice Lake,2024-12-03,70
IR,Rice Lake,2024-12-09,445
IR,Rice Lake,2024-12-23,380
IR,Rice Lake,2025-01-03,4365
IR,Rice Lake,2025-01-07,20
IR,Rice Lake,2025-08-27,0
IR,Rice Lake,2025-09-11,0
IR,Rice Lake,2025-09-19,0
IR,Rice Lake,2025-10-14,410
IR,Rice Lake,2025-10-31,1425
IR,Rice Lake,2025-11-13,1376
IR,Rice Lake,2025-11-28,3050
IR,Rice Lake,2025-12-09,0
IR,Rice Lake,2025-12-16,0
IR,Rice Lake,2025-12-22,15
IR,Rice Lake,2026-01-02,15
IR,Rice Lake,2026-01-07,325
IR,Rice Lake,2026-01-12,215
IR,Senachwine Lake,2018-10-12,1020
IR,Senachwine Lake,2018-10-18,7400
IR,Senachwine Lake,2018-10-24,3610
IR,Senachwine Lake,2018-11-02,11000
IR,Senachwine Lake,2018-11-14,12470
IR,Senachwine Lake,2018-11-20,17000
IR,Senachwine Lake,2018-11-29,1850
IR,Senachwine Lake,2018-12-07,8100
IR,Senachwine Lake,2018-12-11,1800
IR,Senachwine Lake,2018-12-17,700
IR,Senachwine Lake,2019-01-03,610
IR,Senachwine Lake,2019-01-10,1420
IR,Senachwine Lake,2019-10-17,0
IR,Senachwine Lake,2019-10-28,1155
IR,Senachwine Lake,2019-11-05,11015
IR,Senachwine Lake,2019-11-14,4850
IR,Senachwine Lake,2019-11-25,2850
IR,Senachwine Lake,2019-12-02,3230
IR,Senachwine Lake,2019-12-18,1860
IR,Senachwine Lake,2019-12-23,6350
IR,Senachwine Lake,2020-01-02,3300
IR,Senachwine Lake,2020-01-08,3310
IR,Senachwine Lake,2020-10-16,5370
IR,Senachwine Lake,2020-10-21,7470
IR,Senachwine Lake,2020-10-28,10830
IR,Senachwine Lake,2020-11-03,23700
IR,Senachwine Lake,2020-11-08,18150
IR,Senachwine Lake,2020-11-17,19000
IR,Senachwine Lake,2020-12-02,200
IR,Senachwine Lake,2020-12-10,1420
IR,Senachwine Lake,2020-12-15,4410
IR,Senachwine Lake,2020-12-22,7380
IR,Senachwine Lake,2020-12-31,290
IR,Senachwine Lake,2021-01-05,1370
IR,Senachwine Lake,2021-09-23,1310
IR,Senachwine Lake,2021-10-19,10335
IR,Senachwine Lake,2021-10-26,165
IR,Senachwine Lake,2021-11-01,2435
IR,Senachwine Lake,2021-11-09,2700
IR,Senachwine Lake,2021-11-15,8110
IR,Senachwine Lake,2021-11-22,8185
IR,Senachwine Lake,2021-11-30,1635
IR,Senachwine Lake,2021-12-07,120
IR,Senachwine Lake,2021-12-14,515
IR,Senachwine Lake,2021-12-22,950
IR,Senachwine Lake,2022-01-07,210
IR,Senachwine Lake,2022-03-08,6290
IR,Senachwine Lake,2022-03-15,2740
IR,Senachwine Lake,2022-08-31,25
IR,Senachwine Lake,2022-09-08,255
IR,Senachwine Lake,2022-09-13,1095
IR,Senachwine Lake,2022-09-22,2280
IR,Senachwine Lake,2022-10-10,3750
IR,Senachwine Lake,2022-10-19,3550
IR,Senachwine Lake,2022-10-27,8440
IR,Senachwine Lake,2022-11-07,21930
IR,Senachwine Lake,2022-11-22,1050
IR,Senachwine Lake,2022-12-01,75
IR,Senachwine Lake,2022-12-12,185
IR,Senachwine Lake,2022-12-19,1020
IR,Senachwine Lake,2022-12-27,15
IR,Senachwine Lake,2023-01-09,250
IR,Senachwine Lake,2023-08-31,60
IR,Senachwine Lake,2023-09-08,1005
IR,Senachwine Lake,2023-09-15,210
IR,Senachwine Lake,2023-09-19,3015
IR,Senachwine Lake,2023-10-30,7425
IR,Senachwine Lake,2023-11-10,6300
IR,Senachwine Lake,2023-11-15,9870
IR,Senachwine Lake,2023-11-22,12840
IR,Senachwine Lake,2023-11-28,760
IR,Senachwine Lake,2023-12-06,625
IR,Senachwine Lake,2023-12-13,640
IR,Senachwine Lake,2023-12-21,2295
IR,Senachwine Lake,2024-01-03,3530
IR,Senachwine Lake,2024-09-04,275
IR,Senachwine Lake,2024-09-09,375
IR,Senachwine Lake,2024-09-16,365
IR,Senachwine Lake,2024-10-15,685
IR,Senachwine Lake,2024-10-24,870
IR,Senachwine Lake,2024-11-01,1520
IR,Senachwine Lake,2024-11-06,2375
IR,Senachwine Lake,2024-11-15,14005
IR,Senachwine Lake,2024-11-26,15975
IR,Senachwine Lake,2024-12-03,7145
IR,Senachwine Lake,2024-12-09,9250
IR,Senachwine Lake,2024-12-23,3470
IR,Senachwine Lake,2025-01-03,5965
IR,Senachwine Lake,2025-01-07,2870
IR,Senachwine Lake,2025-08-27,0
IR,Senachwine Lake,2025-09-11,0
IR,Senachwine Lake,2025-09-19,1110
IR,Senachwine Lake,2025-10-14,8970
IR,Senachwine Lake,2025-10-31,0
IR,Senachwine Lake,2025-11-13,6625
IR,Senachwine Lake,2025-11-28,3680
IR,Senachwine Lake,2025-12-09,2060
IR,Senachwine Lake,2025-12-16,435
IR,Senachwine Lake,2025-12-22,570
IR,Senachwine Lake,2026-01-02,400
IR,Senachwine Lake,2026-01-07,5335
IR,Senachwine Lake,2026-01-12,2625
MR,Shanks Refuge,2018-10-18,670
MR,Shanks Refuge,2018-10-24,850
MR,Shanks Refuge,2018-11-02,12005
MR,Shanks Refuge,2018-11-09,46005
MR,Shanks Refuge,2018-11-14,158000
MR,Shanks Refuge,2018-11-20,109660
MR,Shanks Refuge,2018-11-29,60000
MR,Shanks Refuge,2018-12-07,85020
MR,Shanks Refuge,2018-12-11,15000
MR,Shanks Refuge,2018-12-17,13700
MR,Shanks Refuge,2019-01-03,67900
MR,Shanks Refuge,2019-01-10,43850
MR,Shanks Refuge,2019-10-17,20
MR,Shanks Refuge,2019-10-24,3050
MR,Shanks Refuge,2019-10-28,16910
MR,Shanks Refuge,2019-11-05,5900
MR,Shanks Refuge,2019-11-14,31650
MR,Shanks Refuge,2019-11-25,19225
MR,Shanks Refuge,2019-12-02,64200
MR,Shanks Refuge,2019-12-18,18000
MR,Shanks Refuge,2019-12-23,1500
MR,Shanks Refuge,2020-01-02,13010
MR,Shanks Refuge,2020-01-08,8700
MR,Shanks Refuge,2020-10-21,3340
MR,Shanks Refuge,2020-10-28,22200
MR,Shanks Refuge,2020-11-03,3200
MR,Shanks Refuge,2020-11-09,33450
MR,Shanks Refuge,2020-11-17,66450
MR,Shanks Refuge,2020-11-23,56650
MR,Shanks Refuge,2020-12-02,-5700
MR,Shanks Refuge,2020-12-10,20000
MR,Shanks Refuge,2020-12-15,50200
MR,Shanks Refuge,2020-12-22,4700
MR,Shanks Refuge,2020-12-31,2015
MR,Shanks Refuge,2021-01-05,4000
MR,Shanks Refuge,2021-09-17,0
MR,Shanks Refuge,2021-10-19,795
MR,Shanks Refuge,2021-10-26,2830
MR,Shanks Refuge,2021-11-01,6460
MR,Shanks Refuge,2021-11-09,4140
MR,Shanks Refuge,2021-11-15,8175
MR,Shanks Refuge,2021-11-22,16270
MR,Shanks Refuge,2021-11-30,35175
MR,Shanks Refuge,2021-12-07,50555
MR,Shanks Refuge,2021-12-14,35745
MR,Shanks Refuge,2021-12-22,19950
MR,Shanks Refuge,2022-01-07,10670
MR,Shanks Refuge,2022-03-08,27205
MR,Shanks Refuge,2022-03-15,11315
MR,Shanks Refuge,2022-08-31,0
MR,Shanks Refuge,2022-09-08,5
MR,Shanks Refuge,2022-09-13,0
MR,Shanks Refuge,2022-09-22,0
MR,Shanks Refuge,2022-10-10,0
MR,Shanks Refuge,2022-10-19,2600
MR,Shanks Refuge,2022-10-27,8150
MR,Shanks Refuge,2022-11-07,28600
MR,Shanks Refuge,2022-11-14,28300
MR,Shanks Refuge,2022-11-22,46020
MR,Shanks Refuge,2022-12-01,34020
MR,Shanks Refuge,2022-12-19,16330
MR,Shanks Refuge,2022-12-27,305
MR,Shanks Refuge,2023-01-09,9915
MR,Shanks Refuge,2023-08-31,15
MR,Shanks Refuge,2023-09-08,10
MR,Shanks Refuge,2023-09-15,0
MR,Shanks Refuge,2023-09-19,50
MR,Shanks Refuge,2023-10-09,165
MR,Shanks Refuge,2023-10-20,0
MR,Shanks Refuge,2023-10-30,15900
MR,Shanks Refuge,2023-11-10,18000
MR,Shanks Refuge,2023-11-15,15050
MR,Shanks Refuge,2023-11-22,14500
MR,Shanks Refuge,2023-11-28,19400
MR,Shanks Refuge,2023-12-06,39650
MR,Shanks Refuge,2023-12-13,29500
MR,Shanks Refuge,2023-12-21,24385
MR,Shanks Refuge,2024-01-03,48290
MR,Shanks Refuge,2024-09-04,0
MR,Shanks Refuge,2024-09-09,20
MR,Shanks Refuge,2024-09-16,0
MR,Shanks Refuge,2024-10-15,855
MR,Shanks Refuge,2024-10-24,5855
MR,Shanks Refuge,2024-11-01,10400
MR,Shanks Refuge,2024-11-06,20860
MR,Shanks Refuge,2024-11-15,5505
MR,Shanks Refuge,2024-11-26,27165
MR,Shanks Refuge,2024-12-03,51320
MR,Shanks Refuge,2024-12-09,58185
MR,Shanks Refuge,2024-12-23,46060
MR,Shanks Refuge,2025-01-03,6250
MR,Shanks Refuge,2025-01-07,3375
MR,Shanks Refuge,2025-08-27,20
MR,Shanks Refuge,2025-09-11,0
MR,Shanks Refuge,2025-09-19,30
MR,Shanks Refuge,2025-10-14,6955
MR,Shanks Refuge,2025-10-31,5750
MR,Shanks Refuge,2025-11-13,10450
MR,Shanks Refuge,2025-11-28,37055
MR,Shanks Refuge,2025-12-09,3400
MR,Shanks Refuge,2025-12-16,9010
MR,Shanks Refuge,2025-12-22,13100
MR,Shanks Refuge,2026-01-02,14165
MR,Shanks Refuge,2026-01-12,32760
MR,Swan Lake,2018-10-18,24800
MR,Swan Lake,2018-10-24,70865
MR,Swan Lake,2018-11-02,0
MR,Swan Lake,2018-11-09,163250
MR,Swan Lake,2018-11-20,121400
MR,Swan Lake,2018-11-29,74525
MR,Swan Lake,2018-12-07,84850
MR,Swan Lake,2018-12-11,90210
MR,Swan Lake,2018-12-17,30800
MR,Swan Lake,2019-01-03,49600
MR,Swan Lake,2019-01-10,45615
MR,Swan Lake,2019-10-24,23250
MR,Swan Lake,2019-10-28,50220
MR,Swan Lake,2019-11-05,44320
MR,Swan Lake,2019-11-14,73000
MR,Swan Lake,2019-11-25,3760
MR,Swan Lake,2019-12-02,5570
MR,Swan Lake,2019-12-18,1720
MR,Swan Lake,2019-12-23,11540
MR,Swan Lake,2020-01-02,1860
MR,Swan Lake,2020-01-08,4280
MR,Swan Lake,2020-10-21,0
MR,Swan Lake,2020-10-28,58275
MR,Swan Lake,2020-11-03,75000
MR,Swan Lake,2020-11-09,108000
MR,Swan Lake,2020-11-17,99100
MR,Swan Lake,2020-11-23,86060
MR,Swan Lake,2020-12-02,-18680
MR,Swan Lake,2020-12-10,54240
MR,Swan Lake,2020-12-15,39650
MR,Swan Lake,2020-12-22,36010
MR,Swan Lake,2020-12-31,2725
MR,Swan Lake,2021-01-05,9355
MR,Swan Lake,2021-09-17,2105
MR,Swan Lake,2021-10-19,15820
MR,Swan Lake,2021-10-26,19320
MR,Swan Lake,2021-11-01,36950
MR,Swan Lake,2021-11-09,74260
MR,Swan Lake,2021-11-15,76435
MR,Swan Lake,2021-11-22,66630
MR,Swan Lake,2021-11-30,80895
MR,Swan Lake,2021-12-07,73595
MR,Swan Lake,2021-12-14,46235
MR,Swan Lake,2021-12-22,24700
MR,Swan Lake,2022-01-07,1465
IR,Swan Lake,2022-03-08,420
MR,Swan Lake,2022-03-08,7275
IR,Swan Lake,2022-03-15,895
MR,Swan Lake,2022-03-15,7775
MR,Swan Lake,2022-08-31,965
MR,Swan Lake,2022-09-08,1240
MR,Swan Lake,2022-09-13,2935
MR,Swan Lake,2022-09-22,4800
MR,Swan Lake,2022-10-10,15300
MR,Swan Lake,2022-10-19,49500
MR,Swan Lake,2022-10-27,64410
MR,Swan Lake,2022-11-07,140120
MR,Swan Lake,2022-11-14,109740
MR,Swan Lake,2022-11-22,115250
MR,Swan Lake,2022-12-01,49080
MR,Swan Lake,2022-12-19,32410
MR,Swan Lake,2022-12-27,1190
MR,Swan Lake,2023-01-09,21300
MR,Swan Lake,2023-08-31,645
MR,Swan Lake,2023-09-08,790
MR,Swan Lake,2023-09-15,905
MR,Swan Lake,2023-09-19,1880
MR,Swan Lake,2023-10-09,9900
MR,Swan Lake,2023-10-20,22255
MR,Swan Lake,2023-10-30,68400
MR,Swan Lake,2023-11-10,146000
MR,Swan Lake,2023-11-15,152700
MR,Swan Lake,2023-11-22,155240
MR,Swan Lake,2023-11-28,71500
MR,Swan Lake,2023-12-06,48760
MR,Swan Lake,2023-12-13,39530
MR,Swan Lake,2023-12-21,27170
MR,Swan Lake,2024-01-03,36975
MR,Swan Lake,2024-09-04,690
MR,Swan Lake,2024-09-09,530
MR,Swan Lake,2024-09-16,360
MR,Swan Lake,2024-10-15,5140
MR,Swan Lake,2024-10-24,9100
MR,Swan Lake,2024-11-01,34615
MR,Swan Lake,2024-11-06,78330
MR,Swan Lake,2024-11-15,92380
MR,Swan Lake,2024-11-26,69705
MR,Swan Lake,2024-12-03,80760
MR,Swan Lake,2024-12-09,67840
MR,Swan Lake,2024-12-23,20630
MR,Swan Lake,2025-01-03,14320
MR,Swan Lake,2025-01-07,1455
MR,Swan Lake,2025-08-27,105
MR,Swan Lake,2025-09-11,1025
MR,Swan Lake,2025-09-19,2415
MR,Swan Lake,2025-10-14,15535
MR,Swan Lake,2025-10-31,35860
MR,Swan Lake,2025-11-13,67770
MR,Swan Lake,2025-11-28,133140
MR,Swan Lake,2025-12-09,64320
MR,Swan Lake,2025-12-16,64150
MR,Swan Lake,2025-12-22,46235
MR,Swan Lake,2026-01-02,45345
MR,Swan Lake,2026-01-12,42435
MR,Towhead Lake,2018-10-18,15200
MR,Towhead Lake,2018-10-24,2700
MR,Towhead Lake,2018-11-02,15110
MR,Towhead Lake,2018-11-09,17175
MR,Towhead Lake,2018-11-14,30200
MR,Towhead Lake,2018-11-20,17900
MR,Towhead Lake,2018-11-29,18000
MR,Towhead Lake,2018-12-07,12500
MR,Towhead Lake,2018-12-11,6100
MR,Towhead Lake,2018-12-17,6700
MR,Towhead Lake,2019-01-03,3000
MR,Towhead Lake,2019-01-10,4000
MR,Towhead Lake,2019-10-17,14800
MR,Towhead Lake,2019-10-24,6800
MR,Towhead Lake,2019-10-28,5400
MR,Towhead Lake,2019-11-05,2100
MR,Towhead Lake,2019-11-14,16200
MR,Towhead Lake,2019-11-25,5210
MR,Towhead Lake,2019-12-02,7200
MR,Towhead Lake,2019-12-18,8500
MR,Towhead Lake,2019-12-23,9150
MR,Towhead Lake,2020-01-02,2600
MR,Towhead Lake,2020-01-08,710
MR,Towhead Lake,2020-10-21,23600
MR,Towhead Lake,2020-10-28,24530
MR,Towhead Lake,2020-11-03,24100
MR,Towhead Lake,2020-11-09,19310
MR,Towhead Lake,2020-11-17,25350
MR,Towhead Lake,2020-11-23,30020
MR,Towhead Lake,2020-12-02,-250
MR,Towhead Lake,2020-12-10,8005
MR,Towhead Lake,2020-12-15,11220
MR,Towhead Lake,2020-12-22,4800
MR,Towhead Lake,2020-12-31,5300
MR,Towhead Lake,2021-01-05,2100
MR,Towhead Lake,2021-09-17,10
MR,Towhead Lake,2021-10-19,11670
MR,Towhead Lake,2021-10-26,11560
MR,Towhead Lake,2021-11-01,8290
MR,Towhead Lake,2021-11-09,9690
MR,Towhead Lake,2021-11-15,12800
MR,Towhead Lake,2021-11-22,12000
MR,Towhead Lake,2021-11-30,12945
MR,Towhead Lake,2021-12-07,13955
MR,Towhead Lake,2021-12-14,12500
MR,Towhead Lake,2021-12-22,14400
MR,Towhead Lake,2022-01-07,1140
MR,Towhead Lake,2022-08-31,0
MR,Towhead Lake,2022-09-08,10
MR,Towhead Lake,2022-09-13,60
MR,Towhead Lake,2022-09-22,40
MR,Towhead Lake,2022-10-10,1465
MR,Towhead Lake,2022-10-19,6500
MR,Towhead Lake,2022-10-27,15820
MR,Towhead Lake,2022-11-07,3800
MR,Towhead Lake,2022-11-14,7250
MR,Towhead Lake,2022-11-22,11050
MR,Towhead Lake,2022-12-01,24250
MR,Towhead Lake,2022-12-19,7610
MR,Towhead Lake,2022-12-27,280
MR,Towhead Lake,2023-01-09,795
MR,Towhead Lake,2023-08-31,45
MR,Towhead Lake,2023-09-08,110
MR,Towhead Lake,2023-09-15,295
MR,Towhead Lake,2023-09-19,205
MR,Towhead Lake,2023-10-09,4785
MR,Towhead Lake,2023-10-20,6400
MR,Towhead Lake,2023-10-30,16760
MR,Towhead Lake,2023-11-10,19500
MR,Towhead Lake,2023-11-15,14400
MR,Towhead Lake,2023-11-22,18100
MR,Towhead Lake,2023-11-28,19000
MR,Towhead Lake,2023-12-06,18450
MR,Towhead Lake,2023-12-13,24000
MR,Towhead Lake,2023-12-21,13750
MR,Towhead Lake,2024-01-03,8100
MR,Towhead Lake,2024-09-04,225
MR,Towhead Lake,2024-09-09,265
MR,Towhead Lake,2024-09-16,55
MR,Towhead Lake,2024-10-15,4615
MR,Towhead Lake,2024-10-24,13990
MR,Towhead Lake,2024-11-01,9250
MR,Towhead Lake,2024-11-06,12220
MR,Towhead Lake,2024-11-15,4695
MR,Towhead Lake,2024-11-26,17530
MR,Towhead Lake,2024-12-03,44050
MR,Towhead Lake,2024-12-09,21000
MR,Towhead Lake,2024-12-23,5450
MR,Towhead Lake,2025-01-03,7570
MR,Towhead Lake,2025-01-07,4980
MR,Towhead Lake,2025-08-27,0
MR,Towhead Lake,2025-09-11,0
MR,Towhead Lake,2025-09-19,105
MR,Towhead Lake,2025-10-14,10500
MR,Towhead Lake,2025-10-31,2795
MR,Towhead Lake,2025-11-13,5265
MR,Towhead Lake,2025-11-28,19640
MR,Towhead Lake,2025-12-09,39500
MR,Towhead Lake,2025-12-16,33540
MR,Towhead Lake,2025-12-22,6000
MR,Towhead Lake,2026-01-02,1085
MR,Towhead Lake,2026-01-12,5190
IR,Upper Peoria,2018-10-12,300
IR,Upper Peoria,2018-10-18,5550
IR,Upper Peoria,2018-10-24,12700
IR,Upper Peoria,2018-11-02,36450
IR,Upper Peoria,2018-11-14,29320
IR,Upper Peoria,2018-11-20,23400
IR,Upper Peoria,2018-11-29,14910
IR,Upper Peoria,2018-12-07,10950
IR,Upper Peoria,2018-12-11,7110
IR,Upper Peoria,2018-12-17,10700
IR,Upper Peoria,2019-01-03,11120
IR,Upper Peoria,2019-01-10,31600
IR,Upper Peoria,2019-10-17,2250
IR,Upper Peoria,2019-10-28,8570
IR,Upper Peoria,2019-11-05,15140
IR,Upper Peoria,2019-11-14,25570
IR,Upper Peoria,2019-11-25,18285
IR,Upper Peoria,2019-12-02,24410
IR,Upper Peoria,2019-12-18,16750
IR,Upper Peoria,2019-12-23,10690
IR,Upper Peoria,2020-01-02,13310
IR,Upper Peoria,2020-01-08,7200
IR,Upper Peoria,2020-10-16,695
IR,Upper Peoria,2020-10-21,230
IR,Upper Peoria,2020-10-28,2210
IR,Upper Peoria,2020-11-03,6565
IR,Upper Peoria,2020-11-08,5060
IR,Upper Peoria,2020-11-17,7050
IR,Upper Peoria,2020-12-02,7465
IR,Upper Peoria,2020-12-10,16025
IR,Upper Peoria,2020-12-15,9495
IR,Upper Peoria,2020-12-22,5470
IR,Upper Peoria,2020-12-31,15180
IR,Upper Peoria,2021-01-05,6685
IR,Upper Peoria,2021-09-23,10
IR,Upper Peoria,2021-10-19,75
IR,Upper Peoria,2021-10-26,25
IR,Upper Peoria,2021-11-01,1945
IR,Upper Peoria,2021-11-09,1495
IR,Upper Peoria,2021-11-15,1460
IR,Upper Peoria,2021-11-22,9260
IR,Upper Peoria,2021-11-30,6965
IR,Upper Peoria,2021-12-07,19980
IR,Upper Peoria,2021-12-14,4960
IR,Upper Peoria,2021-12-22,7130
IR,Upper Peoria,2022-01-07,13690
IR,Upper Peoria,2022-03-08,12765
IR,Upper Peoria,2022-03-15,16800
IR,Upper Peoria,2022-08-31,5
IR,Upper Peoria,2022-09-08,25
IR,Upper Peoria,2022-09-13,75
IR,Upper Peoria,2022-09-22,90
IR,Upper Peoria,2022-10-10,200
IR,Upper Peoria,2022-10-19,590
IR,Upper Peoria,2022-10-27,345
IR,Upper Peoria,2022-11-07,9860
IR,Upper Peoria,2022-11-22,10265
IR,Upper Peoria,2022-12-01,8720
IR,Upper Peoria,2022-12-12,7455
IR,Upper Peoria,2022-12-19,11930
IR,Upper Peoria,2022-12-27,0
IR,Upper Peoria,2023-01-09,5780
IR,Upper Peoria,2023-08-31,30
IR,Upper Peoria,2023-09-08,45
IR,Upper Peoria,2023-09-15,70
IR,Upper Peoria,2023-09-19,50
IR,Upper Peoria,2023-10-30,5020
IR,Upper Peoria,2023-11-10,7400
IR,Upper Peoria,2023-11-15,8600
IR,Upper Peoria,2023-11-22,10250
IR,Upper Peoria,2023-11-28,8680
IR,Upper Peoria,2023-12-06,12350
IR,Upper Peoria,2023-12-13,17575
IR,Upper Peoria,2023-12-21,19800
IR,Upper Peoria,2024-01-03,10800
IR,Upper Peoria,2024-09-04,20
IR,Upper Peoria,2024-09-09,65
IR,Upper Peoria,2024-09-16,35
IR,Upper Peoria,2024-10-15,85
IR,Upper Peoria,2024-10-24,1475
IR,Upper Peoria,2024-11-01,9355
IR,Upper Peoria,2024-11-06,12015
IR,Upper Peoria,2024-11-15,32215
IR,Upper Peoria,2024-11-26,22385
IR,Upper Peoria,2024-12-03,9545
IR,Upper Peoria,2024-12-09,6420
IR,Upper Peoria,2024-12-23,3625
IR,Upper Peoria,2025-01-03,3380
IR,Upper Peoria,2025-01-07,3130
IR,Upper Peoria,2025-08-27,10
IR,Upper Peoria,2025-09-11,0
IR,Upper Peoria,2025-09-19,10
IR,Upper Peoria,2025-10-14,1470
IR,Upper Peoria,2025-10-31,2250
IR,Upper Peoria,2025-11-13,31355
IR,Upper Peoria,2025-11-28,10090
IR,Upper Peoria,2025-12-09,3810
IR,Upper Peoria,2025-12-16,61610
IR,Upper Peoria,2025-12-22,1175
IR,Upper Peoria,2026-01-02,1155
IR,Upper Peoria,2026-01-07,9665
IR,Upper Peoria,2026-01-12,7080
