# Illinois Natural History Survey / Illinois DNR waterfowl aerial inventory.
# Source: huntillinois.org/survey-data (2021-2026) and
#   dnr.illinois.gov/hunting/waterfowlhunting/oldwaterfowlsurveys.html (2018-2020).
# Weekly-to-biweekly aerial counts, Illinois River (IR) Spring Valley-Grafton and
# central Mississippi River (MR) Alton-Moline. Started by Frank Bellrose in 1938;
# the longest continuous waterfowl inventory known.
# ducks_teal_excluded = printed TOTAL DUCKS minus the BWTE and AGWT columns, so
# teal exclusion is exact rather than approximated.
region,site,survey_date,ducks_teal_excluded
MR,Dardenne Club,2022-01-07,8930
MR,Dardenne Club,2022-03-08,2930
MR,Dardenne Club,2022-03-15,420
MR,Dardenne Club,2022-08-31,25
MR,Dardenne Club,2022-09-08,195
MR,Dardenne Club,2022-09-13,55
MR,Dardenne Club,2022-09-22,80
MR,Dardenne Club,2022-10-10,1400
MR,Dardenne Club,2022-10-19,18750
MR,Dardenne Club,2022-10-27,23900
MR,Dardenne Club,2022-11-07,40300
MR,Dardenne Club,2022-11-14,38700
MR,Dardenne Club,2022-11-22,57600
MR,Dardenne Club,2022-12-01,61450
MR,Dardenne Club,2022-12-19,67955
MR,Dardenne Club,2022-12-27,34885
MR,Dardenne Club,2023-01-09,42055
MR,Dardenne Club,2023-08-31,15
MR,Dardenne Club,2023-09-08,10
MR,Dardenne Club,2023-09-15,0
MR,Dardenne Club,2023-09-19,0
MR,Dardenne Club,2023-10-09,480
MR,Dardenne Club,2023-10-20,17930
MR,Dardenne Club,2023-10-30,19050
MR,Dardenne Club,2023-11-10,66900
MR,Dardenne Club,2023-11-15,33730
MR,Dardenne Club,2023-11-22,37960
MR,Dardenne Club,2023-11-28,57550
MR,Dardenne Club,2023-12-06,37270
MR,Dardenne Club,2023-12-13,30860
MR,Dardenne Club,2023-12-21,42350
MR,Dardenne Club,2024-01-03,61205
MR,Dardenne Club,2024-09-04,15
MR,Dardenne Club,2024-09-09,0
MR,Dardenne Club,2024-09-16,0
MR,Dardenne Club,2024-10-15,2105
MR,Dardenne Club,2024-10-24,3230
MR,Dardenne Club,2024-11-01,33005
MR,Dardenne Club,2024-11-06,27805
MR,Dardenne Club,2024-11-15,27410
MR,Dardenne Club,2024-11-26,47840
MR,Dardenne Club,2024-12-03,90375
MR,Dardenne Club,2024-12-09,70150
MR,Dardenne Club,2024-12-23,24350
MR,Dardenne Club,2025-01-03,17635
MR,Dardenne Club,2025-01-07,33850
MR,Dardenne Club,2025-08-27,0
MR,Dardenne Club,2025-09-11,0
MR,Dardenne Club,2025-09-19,195
MR,Dardenne Club,2025-10-14,6090
MR,Dardenne Club,2025-10-31,46230
MR,Dardenne Club,2025-11-13,64150
MR,Dardenne Club,2025-11-28,114950
MR,Dardenne Club,2025-12-09,109000
MR,Dardenne Club,2025-12-16,104800
MR,Dardenne Club,2025-12-22,90090
MR,Dardenne Club,2026-01-02,104440
MR,Dardenne Club,2026-01-12,105100
MR,Delair Refuge,2018-10-18,4200
MR,Delair Refuge,2018-10-24,2400
MR,Delair Refuge,2018-11-02,18100
MR,Delair Refuge,2018-11-09,12010
MR,Delair Refuge,2018-11-14,56010
MR,Delair Refuge,2018-11-20,25530
MR,Delair Refuge,2018-11-29,50000
MR,Delair Refuge,2018-12-07,51000
MR,Delair Refuge,2018-12-11,30000
MR,Delair Refuge,2018-12-17,7100
MR,Delair Refuge,2019-01-03,13500
MR,Delair Refuge,2019-01-10,5700
MR,Delair Refuge,2019-10-17,6250
MR,Delair Refuge,2019-10-24,10200
MR,Delair Refuge,2019-10-28,12900
MR,Delair Refuge,2019-11-05,10700
MR,Delair Refuge,2019-11-14,24700
MR,Delair Refuge,2019-11-25,8500
MR,Delair Refuge,2019-12-02,19600
MR,Delair Refuge,2019-12-18,68000
MR,Delair Refuge,2019-12-23,32000
MR,Delair Refuge,2020-01-02,5510
MR,Delair Refuge,2020-01-08,610
MR,Delair Refuge,2020-10-21,7110
MR,Delair Refuge,2020-10-28,28665
MR,Delair Refuge,2020-11-03,30400
MR,Delair Refuge,2020-11-09,37000
MR,Delair Refuge,2020-11-17,40300
MR,Delair Refuge,2020-11-23,40000
MR,Delair Refuge,2020-12-02,-6200
MR,Delair Refuge,2020-12-10,11200
MR,Delair Refuge,2020-12-15,21800
MR,Delair Refuge,2020-12-22,4000
MR,Delair Refuge,2020-12-31,2000
MR,Delair Refuge,2021-01-05,1500
MR,Delair Refuge,2021-09-17,50
MR,Delair Refuge,2021-10-19,23450
MR,Delair Refuge,2021-10-26,11070
MR,Delair Refuge,2021-11-01,37765
MR,Delair Refuge,2021-11-09,21865
MR,Delair Refuge,2021-11-15,13100
MR,Delair Refuge,2021-11-22,33670
MR,Delair Refuge,2021-11-30,25255
MR,Delair Refuge,2021-12-07,33510
MR,Delair Refuge,2021-12-14,16615
MR,Delair Refuge,2021-12-22,14515
MR,Delair Refuge,2022-01-07,580
MR,Delair Refuge,2022-03-08,1915
MR,Delair Refuge,2022-03-15,1650
MR,Delair Refuge,2022-08-31,0
MR,Delair Refuge,2022-09-08,0
MR,Delair Refuge,2022-09-13,30
MR,Delair Refuge,2022-09-22,60
MR,Delair Refuge,2022-10-10,970
MR,Delair Refuge,2022-10-19,1950
MR,Delair Refuge,2022-10-27,5630
MR,Delair Refuge,2022-11-07,27200
MR,Delair Refuge,2022-11-14,35525
MR,Delair Refuge,2022-11-22,53825
MR,Delair Refuge,2022-12-01,32230
MR,Delair Refuge,2022-12-19,47720
MR,Delair Refuge,2022-12-27,0
MR,Delair Refuge,2023-01-09,660
MR,Delair Refuge,2023-08-31,0
MR,Delair Refuge,2023-09-08,0
MR,Delair Refuge,2023-09-15,0
MR,Delair Refuge,2023-09-19,0
MR,Delair Refuge,2023-10-09,80
MR,Delair Refuge,2023-10-20,1115
MR,Delair Refuge,2023-10-30,12150
MR,Delair Refuge,2023-11-10,25000
MR,Delair Refuge,2023-11-15,18950
MR,Delair Refuge,2023-11-22,25400
MR,Delair Refuge,2023-11-28,45485
MR,Delair Refuge,2023-12-06,37770
MR,Delair Refuge,2023-12-13,30680
MR,Delair Refuge,2023-12-21,23200
MR,Delair Refuge,2024-01-03,8150
MR,Delair Refuge,2024-09-04,0
MR,Delair Refuge,2024-09-09,0
MR,Delair Refuge,2024-09-16,0
MR,Delair Refuge,2024-10-15,4870
MR,Delair Refuge,2024-10-24,4030
MR,Delair Refuge,2024-11-01,10375
MR,Delair Refuge,2024-11-06,26800
MR,Delair Refuge,2024-11-15,22000
MR,Delair Refuge,2024-11-26,34550
MR,Delair Refuge,2024-12-03,36360
MR,Delair Refuge,2024-12-09,31280
MR,Delair Refuge,2024-12-23,6660
MR,Delair Refuge,2025-01-03,6100
MR,Delair Refuge,2025-01-07,1445
MR,Delair Refuge,2025-08-27,0
MR,Delair Refuge,2025-09-11,0
MR,Delair Refuge,2025-09-19,40
MR,Delair Refuge,2025-10-14,10360
MR,Delair Refuge,2025-10-31,8880
MR,Delair Refuge,2025-11-13,20500
MR,Delair Refuge,2025-11-28,37400
MR,Delair Refuge,2025-12-09,17300
MR,Delair Refuge,2025-12-16,14220
MR,Delair Refuge,2025-12-22,32355
MR,Delair Refuge,2026-01-02,5340
MR,Delair Refuge,2026-01-12,2075
IR,Douglas Lake,2018-10-12,13825
IR,Douglas Lake,2018-10-18,13470
IR,Douglas Lake,2018-10-24,29650
IR,Douglas Lake,2018-11-02,36910
IR,Douglas Lake,2018-11-14,28600
IR,Douglas Lake,2018-11-20,22500
IR,Douglas Lake,2018-11-29,8500
IR,Douglas Lake,2018-12-07,31000
IR,Douglas Lake,2018-12-11,655
IR,Douglas Lake,2018-12-17,4200
IR,Douglas Lake,2019-01-03,17600
IR,Douglas Lake,2019-01-10,17650
IR,Douglas Lake,2019-10-17,335
IR,Douglas Lake,2019-10-28,12205
IR,Douglas Lake,2019-11-05,10410
IR,Douglas Lake,2019-11-14,9170
IR,Douglas Lake,2019-11-25,18195
IR,Douglas Lake,2019-12-02,9480
IR,Douglas Lake,2019-12-18,2140
IR,Douglas Lake,2019-12-23,705
IR,Douglas Lake,2020-01-02,5810
IR,Douglas Lake,2020-01-08,3910
IR,Douglas Lake,2020-10-16,11100
IR,Douglas Lake,2020-10-21,23790
IR,Douglas Lake,2020-10-28,25770
IR,Douglas Lake,2020-11-03,37200
IR,Douglas Lake,2020-11-08,37900
IR,Douglas Lake,2020-11-17,70200
IR,Douglas Lake,2020-12-02,70000
IR,Douglas Lake,2020-12-10,22810
IR,Douglas Lake,2020-12-15,32000
IR,Douglas Lake,2020-12-22,60300
IR,Douglas Lake,2020-12-31,3300
IR,Douglas Lake,2021-01-05,7010
IR,Douglas Lake,2021-09-23,40
IR,Douglas Lake,2021-10-19,14440
IR,Douglas Lake,2021-10-26,15085
IR,Douglas Lake,2021-11-01,11205
IR,Douglas Lake,2021-11-09,25760
IR,Douglas Lake,2021-11-15,34060
IR,Douglas Lake,2021-11-22,65865
IR,Douglas Lake,2021-11-30,30040
IR,Douglas Lake,2021-12-07,26050
IR,Douglas Lake,2021-12-14,23850
IR,Douglas Lake,2021-12-22,22260
IR,Douglas Lake,2022-01-07,3485
IR,Douglas Lake,2022-03-08,6045
IR,Douglas Lake,2022-03-15,13285
IR,Douglas Lake,2022-08-31,60
IR,Douglas Lake,2022-09-08,0
IR,Douglas Lake,2022-09-13,205
IR,Douglas Lake,2022-09-22,150
IR,Douglas Lake,2022-10-10,6180
IR,Douglas Lake,2022-10-19,13000
IR,Douglas Lake,2022-10-27,12310
IR,Douglas Lake,2022-11-07,24020
IR,Douglas Lake,2022-11-22,4170
IR,Douglas Lake,2022-12-01,8650
IR,Douglas Lake,2022-12-12,28900
IR,Douglas Lake,2022-12-19,250
IR,Douglas Lake,2022-12-27,350
IR,Douglas Lake,2023-01-09,150
IR,Douglas Lake,2023-08-31,65
IR,Douglas Lake,2023-09-08,0
IR,Douglas Lake,2023-09-15,0
IR,Douglas Lake,2023-09-19,35
IR,Douglas Lake,2023-10-30,23710
IR,Douglas Lake,2023-11-10,45000
IR,Douglas Lake,2023-11-15,45935
IR,Douglas Lake,2023-11-22,40000
IR,Douglas Lake,2023-11-28,9940
IR,Douglas Lake,2023-12-06,23050
IR,Douglas Lake,2023-12-13,25550
IR,Douglas Lake,2023-12-21,9770
IR,Douglas Lake,2024-01-03,30505
IR,Douglas Lake,2024-09-04,290
IR,Douglas Lake,2024-09-09,305
IR,Douglas Lake,2024-09-16,320
IR,Douglas Lake,2024-10-15,18810
IR,Douglas Lake,2024-10-24,15100
IR,Douglas Lake,2024-11-01,23000
IR,Douglas Lake,2024-11-06,27660
IR,Douglas Lake,2024-11-15,46300
IR,Douglas Lake,2024-11-26,50635
IR,Douglas Lake,2024-12-03,2720
IR,Douglas Lake,2024-12-09,12910
IR,Douglas Lake,2024-12-23,48230
IR,Douglas Lake,2025-01-03,29310
IR,Douglas Lake,2025-01-07,37080
IR,Douglas Lake,2025-08-27,0
IR,Douglas Lake,2025-09-11,0
IR,Douglas Lake,2025-09-19,0
IR,Douglas Lake,2025-10-14,3355
IR,Douglas Lake,2025-10-31,29305
IR,Douglas Lake,2025-11-13,64930
IR,Douglas Lake,2025-11-28,107770
IR,Douglas Lake,2025-12-09,11700
IR,Douglas Lake,2025-12-16,4490
IR,Douglas Lake,2025-12-22,305
IR,Douglas Lake,2026-01-02,24525
IR,Douglas Lake,2026-01-07,18050
IR,Douglas Lake,2026-01-12,22030
IR,Duck Creek,2018-10-12,60
IR,Duck Creek,2018-10-18,170
IR,Duck Creek,2018-10-24,2110
IR,Duck Creek,2018-11-02,2520
IR,Duck Creek,2018-11-09,1800
IR,Duck Creek,2018-11-14,42720
IR,Duck Creek,2018-11-20,13630
IR,Duck Creek,2018-11-29,53535
IR,Duck Creek,2018-12-07,22415
IR,Duck Creek,2018-12-11,35410
IR,Duck Creek,2018-12-17,8815
IR,Duck Creek,2019-01-03,10550
IR,Duck Creek,2019-01-10,1870
IR,Duck Creek,2019-10-17,0
IR,Duck Creek,2019-10-28,870
IR,Duck Creek,2019-11-05,4380
IR,Duck Creek,2019-11-14,8710
IR,Duck Creek,2019-11-25,3565
IR,Duck Creek,2019-12-02,5670
IR,Duck Creek,2019-12-18,23600
IR,Duck Creek,2019-12-23,25140
IR,Duck Creek,2020-01-02,350
IR,Duck Creek,2020-01-08,3510
IR,Duck Creek,2020-10-16,800
IR,Duck Creek,2020-10-21,445
IR,Duck Creek,2020-10-28,12590
IR,Duck Creek,2020-11-03,7620
IR,Duck Creek,2020-11-08,10315
IR,Duck Creek,2020-11-17,11000
IR,Duck Creek,2020-12-02,22960
IR,Duck Creek,2020-12-10,16450
IR,Duck Creek,2020-12-15,17375
IR,Duck Creek,2020-12-22,10280
IR,Duck Creek,2020-12-31,10415
IR,Duck Creek,2021-01-05,11260
IR,Duck Creek,2021-09-23,10
IR,Duck Creek,2021-10-19,180
IR,Duck Creek,2021-10-26,185
IR,Duck Creek,2021-11-01,525
IR,Duck Creek,2021-11-09,2500
IR,Duck Creek,2021-11-15,2705
IR,Duck Creek,2021-11-22,2065
IR,Duck Creek,2021-11-30,7190
IR,Duck Creek,2021-12-07,13120
IR,Duck Creek,2021-12-14,5420
IR,Duck Creek,2021-12-22,11095
IR,Duck Creek,2022-01-07,3280
IR,Duck Creek,2022-03-08,420
IR,Duck Creek,2022-03-15,920
IR,Duck Creek,2022-08-31,5
IR,Duck Creek,2022-09-08,5
IR,Duck Creek,2022-09-13,0
IR,Duck Creek,2022-09-22,0
IR,Duck Creek,2022-10-10,25
IR,Duck Creek,2022-10-19,110
IR,Duck Creek,2022-10-27,80
IR,Duck Creek,2022-11-07,640
IR,Duck Creek,2022-11-22,14545
IR,Duck Creek,2022-12-01,17960
IR,Duck Creek,2022-12-12,2130
IR,Duck Creek,2022-12-19,32260
IR,Duck Creek,2022-12-27,28910
IR,Duck Creek,2023-01-09,7155
IR,Duck Creek,2023-08-31,25
IR,Duck Creek,2023-09-08,5
IR,Duck Creek,2023-09-15,15
IR,Duck Creek,2023-09-19,0
IR,Duck Creek,2023-10-30,760
IR,Duck Creek,2023-11-10,4360
IR,Duck Creek,2023-11-15,1800
IR,Duck Creek,2023-11-22,3280
IR,Duck Creek,2023-11-28,18350
IR,Duck Creek,2023-12-06,1260
IR,Duck Creek,2023-12-13,4480
IR,Duck Creek,2023-12-21,7585
IR,Duck Creek,2024-01-03,920
IR,Duck Creek,2024-09-04,25
IR,Duck Creek,2024-09-09,20
IR,Duck Creek,2024-09-16,0
IR,Duck Creek,2024-10-15,30
IR,Duck Creek,2024-10-24,215
IR,Duck Creek,2024-11-01,255
IR,Duck Creek,2024-11-06,490
IR,Duck Creek,2024-11-15,825
IR,Duck Creek,2024-11-26,2130
IR,Duck Creek,2024-12-03,33520
IR,Duck Creek,2024-12-09,13690
IR,Duck Creek,2024-12-23,10205
IR,Duck Creek,2025-01-03,1720
IR,Duck Creek,2025-01-07,18305
IR,Duck Creek,2025-08-27,0
IR,Duck Creek,2025-09-11,0
IR,Duck Creek,2025-09-19,0
IR,Duck Creek,2025-10-14,45
IR,Duck Creek,2025-10-31,675
IR,Duck Creek,2025-11-13,1825
IR,Duck Creek,2025-11-28,5790
IR,Duck Creek,2025-12-09,42410
IR,Duck Creek,2025-12-16,57425
IR,Duck Creek,2025-12-22,47730
IR,Duck Creek,2026-01-02,25370
IR,Duck Creek,2026-01-07,1735
IR,Duck Creek,2026-01-12,470
IR,Emiquon/Spoon Btm,2018-10-12,11990
IR,Emiquon/Spoon Btm,2018-10-18,33245
IR,Emiquon/Spoon Btm,2018-10-24,51870
IR,Emiquon/Spoon Btm,2018-11-02,28735
IR,Emiquon/Spoon Btm,2018-11-09,29860
IR,Emiquon/Spoon Btm,2018-11-14,24485
IR,Emiquon/Spoon Btm,2018-11-20,14875
IR,Emiquon/Spoon Btm,2018-11-29,14850
IR,Emiquon/Spoon Btm,2018-12-07,15530
IR,Emiquon/Spoon Btm,2018-12-11,5745
IR,Emiquon/Spoon Btm,2018-12-17,16010
IR,Emiquon/Spoon Btm,2019-01-03,23990
IR,Emiquon/Spoon Btm,2019-01-10,17895
IR,Emiquon/Spoon Btm,2019-10-17,69170
IR,Emiquon/Spoon Btm,2019-10-28,124675
IR,Emiquon/Spoon Btm,2019-11-05,98655
IR,Emiquon/Spoon Btm,2019-11-14,20955
IR,Emiquon/Spoon Btm,2019-11-25,13190
IR,Emiquon/Spoon Btm,2019-12-02,12900
IR,Emiquon/Spoon Btm,2019-12-18,6925
IR,Emiquon/Spoon Btm,2019-12-23,3465
IR,Emiquon/Spoon Btm,2020-01-02,9990
IR,Emiquon/Spoon Btm,2020-01-08,8255
IR,Emiquon/Spoon Btm,2020-10-16,35270
IR,Emiquon/Spoon Btm,2020-10-21,39000
IR,Emiquon/Spoon Btm,2020-10-28,17255
IR,Emiquon/Spoon Btm,2020-11-03,5155
IR,Emiquon/Spoon Btm,2020-11-08,3455
IR,Emiquon/Spoon Btm,2020-11-17,1360
IR,Emiquon/Spoon Btm,2020-12-02,4980
IR,Emiquon/Spoon Btm,2020-12-10,3700
IR,Emiquon/Spoon Btm,2020-12-15,7050
IR,Emiquon/Spoon Btm,2020-12-22,19060
IR,Emiquon/Spoon Btm,2020-12-31,85
IR,Emiquon/Spoon Btm,2021-01-05,0
IR,Emiquon/Spoon Btm,2021-09-23,2610
IR,Emiquon/Spoon Btm,2021-10-19,36370
IR,Emiquon/Spoon Btm,2021-10-26,39560
IR,Emiquon/Spoon Btm,2021-11-01,53315
IR,Emiquon/Spoon Btm,2021-11-09,91225
IR,Emiquon/Spoon Btm,2021-11-15,122200
IR,Emiquon/Spoon Btm,2021-11-22,87175
IR,Emiquon/Spoon Btm,2021-11-30,44310
IR,Emiquon/Spoon Btm,2021-12-07,14840
IR,Emiquon/Spoon Btm,2021-12-14,19605
IR,Emiquon/Spoon Btm,2021-12-22,6580
IR,Emiquon/Spoon Btm,2022-01-07,0
IR,Emiquon/Spoon Btm,2022-08-31,515
IR,Emiquon/Spoon Btm,2022-09-08,380
IR,Emiquon/Spoon Btm,2022-09-13,410
IR,Emiquon/Spoon Btm,2022-09-22,1705
IR,Emiquon/Spoon Btm,2022-10-10,4710
IR,Emiquon/Spoon Btm,2022-10-19,5400
IR,Emiquon/Spoon Btm,2022-10-27,3470
IR,Emiquon/Spoon Btm,2022-11-07,21935
IR,Emiquon/Spoon Btm,2022-11-22,17880
IR,Emiquon/Spoon Btm,2022-12-01,5415
IR,Emiquon/Spoon Btm,2022-12-12,2535
IR,Emiquon/Spoon Btm,2022-12-19,530
IR,Emiquon/Spoon Btm,2022-12-27,100
IR,Emiquon/Spoon Btm,2023-01-09,3900
IR,Emiquon/Spoon Btm,2023-08-31,1005
IR,Emiquon/Spoon Btm,2023-09-08,1550
IR,Emiquon/Spoon Btm,2023-09-15,4555
IR,Emiquon/Spoon Btm,2023-09-19,5355
IR,Emiquon/Spoon Btm,2023-10-30,8895
IR,Emiquon/Spoon Btm,2023-11-10,7285
IR,Emiquon/Spoon Btm,2023-11-15,10730
IR,Emiquon/Spoon Btm,2023-11-22,10915
IR,Emiquon/Spoon Btm,2023-11-28,5925
IR,Emiquon/Spoon Btm,2023-12-06,6165
IR,Emiquon/Spoon Btm,2023-12-13,5255
IR,Emiquon/Spoon Btm,2023-12-21,9115
IR,Emiquon/Spoon Btm,2024-01-03,10860
IR,Emiquon/Spoon Btm,2024-09-04,455
IR,Emiquon/Spoon Btm,2024-09-09,480
IR,Emiquon/Spoon Btm,2024-09-16,650
IR,Emiquon/Spoon Btm,2024-10-15,4830
IR,Emiquon/Spoon Btm,2024-10-24,19985
IR,Emiquon/Spoon Btm,2024-11-01,21285
IR,Emiquon/Spoon Btm,2024-11-06,15060
IR,Emiquon/Spoon Btm,2024-11-15,6715
IR,Emiquon/Spoon Btm,2024-11-26,4235
IR,Emiquon/Spoon Btm,2024-12-03,6940
IR,Emiquon/Spoon Btm,2024-12-09,4925
IR,Emiquon/Spoon Btm,2024-12-23,1835
IR,Emiquon/Spoon Btm,2025-01-03,2035
IR,Emiquon/Spoon Btm,2025-01-07,500
IR,Emiquon/Spoon Btm,2025-08-27,300
IR,Emiquon/Spoon Btm,2025-09-11,730
IR,Emiquon/Spoon Btm,2025-09-19,1505
IR,Emiquon/Spoon Btm,2025-10-14,6140
IR,Emiquon/Spoon Btm,2025-10-31,9110
IR,Emiquon/Spoon Btm,2025-11-13,5915
IR,Emiquon/Spoon Btm,2025-11-28,4945
IR,Emiquon/Spoon Btm,2025-12-09,230
IR,Emiquon/Spoon Btm,2025-12-16,125
IR,Emiquon/Spoon Btm,2025-12-22,1095
IR,Emiquon/Spoon Btm,2026-01-02,1025
IR,Emiquon/Spoon Btm,2026-01-07,1150
IR,Emiquon/Spoon Btm,2026-01-12,3935
MR,Henderson Creek,2018-10-18,320
MR,Henderson Creek,2018-10-24,4420
MR,Henderson Creek,2018-11-02,9610
MR,Henderson Creek,2018-11-14,20000
MR,Henderson Creek,2018-11-20,14210
MR,Henderson Creek,2018-11-29,5205
MR,Henderson Creek,2018-12-07,5500
MR,Henderson Creek,2018-12-11,2200
MR,Henderson Creek,2018-12-17,3300
MR,Henderson Creek,2019-01-03,3900
MR,Henderson Creek,2019-01-10,1500
MR,Henderson Creek,2019-10-17,270
MR,Henderson Creek,2019-10-24,6000
MR,Henderson Creek,2019-10-28,11800
MR,Henderson Creek,2019-11-05,19050
MR,Henderson Creek,2019-11-14,16965
MR,Henderson Creek,2019-11-25,11820
MR,Henderson Creek,2019-12-02,13605
MR,Henderson Creek,2019-12-18,1205
MR,Henderson Creek,2019-12-23,9000
MR,Henderson Creek,2020-01-02,1900
MR,Henderson Creek,2020-01-08,6800
MR,Henderson Creek,2020-10-21,2285
MR,Henderson Creek,2020-10-28,13430
MR,Henderson Creek,2020-11-03,22650
MR,Henderson Creek,2020-11-09,26500
MR,Henderson Creek,2020-11-17,25010
MR,Henderson Creek,2020-11-23,22330
MR,Henderson Creek,2020-12-02,20005
MR,Henderson Creek,2020-12-10,7910
MR,Henderson Creek,2020-12-15,9220
MR,Henderson Creek,2020-12-22,3400
MR,Henderson Creek,2020-12-31,50
MR,Henderson Creek,2021-01-05,200
MR,Henderson Creek,2021-09-17,655
MR,Henderson Creek,2021-10-19,745
MR,Henderson Creek,2021-10-26,1745
MR,Henderson Creek,2021-11-01,5760
MR,Henderson Creek,2021-11-09,6960
MR,Henderson Creek,2021-11-15,10810
MR,Henderson Creek,2021-11-22,12000
MR,Henderson Creek,2021-11-30,13150
MR,Henderson Creek,2021-12-07,9300
MR,Henderson Creek,2021-12-14,10680
MR,Henderson Creek,2021-12-22,6125
MR,Henderson Creek,2022-01-07,10
MR,Henderson Creek,2022-03-08,0
MR,Henderson Creek,2022-03-15,9935
MR,Henderson Creek,2022-08-31,110
MR,Henderson Creek,2022-09-08,35
MR,Henderson Creek,2022-09-13,0
MR,Henderson Creek,2022-09-22,895
MR,Henderson Creek,2022-10-10,1225
MR,Henderson Creek,2022-10-19,300
MR,Henderson Creek,2022-10-27,4500
MR,Henderson Creek,2022-11-07,24860
MR,Henderson Creek,2022-11-14,25250
MR,Henderson Creek,2022-11-22,24105
MR,Henderson Creek,2022-12-01,13650
MR,Henderson Creek,2022-12-19,8050
MR,Henderson Creek,2022-12-27,0
MR,Henderson Creek,2023-01-09,685
MR,Henderson Creek,2023-08-31,25
MR,Henderson Creek,2023-09-08,320
MR,Henderson Creek,2023-09-15,455
MR,Henderson Creek,2023-09-19,355
MR,Henderson Creek,2023-10-09,715
MR,Henderson Creek,2023-10-20,5860
MR,Henderson Creek,2023-10-30,8485
MR,Henderson Creek,2023-11-10,11600
MR,Henderson Creek,2023-11-15,9700
MR,Henderson Creek,2023-11-22,6350
MR,Henderson Creek,2023-11-28,5800
MR,Henderson Creek,2023-12-06,8755
MR,Henderson Creek,2023-12-13,15725
MR,Henderson Creek,2023-12-21,14030
MR,Henderson Creek,2024-01-03,10360
MR,Henderson Creek,2024-09-04,360
MR,Henderson Creek,2024-09-09,155
MR,Henderson Creek,2024-09-16,285
MR,Henderson Creek,2024-10-15,1195
MR,Henderson Creek,2024-10-24,2745
MR,Henderson Creek,2024-11-01,7410
MR,Henderson Creek,2024-11-06,13740
MR,Henderson Creek,2024-11-15,11080
MR,Henderson Creek,2024-11-26,25955
MR,Henderson Creek,2024-12-03,25145
MR,Henderson Creek,2024-12-09,22070
MR,Henderson Creek,2024-12-23,7615
MR,Henderson Creek,2025-01-03,11070
MR,Henderson Creek,2025-01-07,1280
MR,Henderson Creek,2025-08-27,0
MR,Henderson Creek,2025-09-11,275
MR,Henderson Creek,2025-09-19,200
MR,Henderson Creek,2025-10-14,1960
MR,Henderson Creek,2025-10-31,3550
MR,Henderson Creek,2025-11-13,10675
MR,Henderson Creek,2025-11-28,23775
MR,Henderson Creek,2025-12-09,17120
MR,Henderson Creek,2025-12-16,14490
MR,Henderson Creek,2025-12-22,12440
MR,Henderson Creek,2026-01-02,12210
MR,Henderson Creek,2026-01-12,20580
IR,Hennepin/Hopper,2018-10-12,7130
IR,Hennepin/Hopper,2018-10-18,11550
IR,Hennepin/Hopper,2018-10-24,23160
IR,Hennepin/Hopper,2018-11-02,36660
IR,Hennepin/Hopper,2018-11-14,9300
IR,Hennepin/Hopper,2018-11-20,4910
IR,Hennepin/Hopper,2018-11-29,3900
IR,Hennepin/Hopper,2018-12-07,300
IR,Hennepin/Hopper,2018-12-11,10
IR,Hennepin/Hopper,2018-12-17,7010
IR,Hennepin/Hopper,2019-01-03,1650
IR,Hennepin/Hopper,2019-01-10,10
IR,Hennepin/Hopper,2019-10-17,13600
IR,Hennepin/Hopper,2019-10-28,14120
IR,Hennepin/Hopper,2019-11-05,12230
IR,Hennepin/Hopper,2019-11-14,300
IR,Hennepin/Hopper,2019-11-25,2705
IR,Hennepin/Hopper,2019-12-02,625
IR,Hennepin/Hopper,2019-12-18,0
IR,Hennepin/Hopper,2019-12-23,0
IR,Hennepin/Hopper,2020-01-02,410
IR,Hennepin/Hopper,2020-01-08,565
IR,Hennepin/Hopper,2020-10-16,12400
IR,Hennepin/Hopper,2020-10-21,18340
IR,Hennepin/Hopper,2020-10-28,29570
IR,Hennepin/Hopper,2020-11-03,33300
IR,Hennepin/Hopper,2020-11-08,40400
IR,Hennepin/Hopper,2020-11-17,26000
IR,Hennepin/Hopper,2020-12-02,63000
IR,Hennepin/Hopper,2020-12-10,12200
IR,Hennepin/Hopper,2020-12-15,26430
IR,Hennepin/Hopper,2020-12-22,2070
IR,Hennepin/Hopper,2020-12-31,10
IR,Hennepin/Hopper,2021-01-05,5
IR,Hennepin/Hopper,2021-09-23,935
IR,Hennepin/Hopper,2021-10-19,11010
IR,Hennepin/Hopper,2021-10-26,21270
IR,Hennepin/Hopper,2021-11-01,22105
IR,Hennepin/Hopper,2021-11-09,26690
IR,Hennepin/Hopper,2021-11-15,14120
IR,Hennepin/Hopper,2021-11-22,17105
IR,Hennepin/Hopper,2021-11-30,16375
IR,Hennepin/Hopper,2021-12-07,21050
IR,Hennepin/Hopper,2021-12-14,2725
IR,Hennepin/Hopper,2021-12-22,9060
IR,Hennepin/Hopper,2022-01-07,0
IR,Hennepin/Hopper,2022-03-08,1410
IR,Hennepin/Hopper,2022-03-15,3230
IR,Hennepin/Hopper,2022-08-31,0
IR,Hennepin/Hopper,2022-09-08,0
IR,Hennepin/Hopper,2022-09-13,215
IR,Hennepin/Hopper,2022-09-22,120
IR,Hennepin/Hopper,2022-10-10,600
IR,Hennepin/Hopper,2022-10-19,4380
IR,Hennepin/Hopper,2022-10-27,8015
IR,Hennepin/Hopper,2022-11-07,21800
IR,Hennepin/Hopper,2022-11-22,24180
